,date,promoter,strain,atc_ngml,xan_mgml,mean_FITC,fold_change
0,20190204,27yfp,dilution,10.0,0.0,495.6572161082448,1.158913452835146
1,20190204,27yfp,dilution,10.0,3.5,32430.25765527727,1220.52901809004
2,20190204,27yfp,auto,10.0,0.0,465.3059405446378,0.0
3,20190204,27yfp,dilution,10.0,0.25,1544.074876187711,41.1910145060418
4,20190204,27yfp,dilution,10.0,0.75,10351.918971754607,377.50403012988966
5,20190204,27yfp,dilution,10.0,2.5,25033.462166408754,938.0945687715846
6,20190204,27yfp,delta,10.0,0.0,491.4953643444532,1.0
7,20190204,27yfp,dilution,10.0,2.0,11780.389968951893,432.0478417126155
8,20190204,27yfp,dilution,10.0,0.1,522.8376145998202,2.196752188781942
9,20190204,27yfp,dilution,10.0,4.0,25377.716572033583,951.239356081768
10,20190204,27yfp,dilution,10.0,1.0,9758.75012734419,354.85485506806197
11,20190204,27yfp,dilution,10.0,0.5,3107.1599135498923,100.87484143213086
12,20190204,27yfp,dilution,10.0,0.05,545.511108289586,3.062502190121246
13,20190204,27yfp,dilution,10.0,1.5,8317.220312261827,299.8124140391561
14,20190204,27yfp,dilution,10.0,3.0,22882.81399888146,855.9756117465563
