,date,promoter,strain,atc_ngml,xan_mgml,mean_FITC,fold_change
0,20190214,27yfp,delta,10.0,0.0,567.7028622077767,1.0
1,20190214,27yfp,dilution,10.0,10.0,24630.367513806428,43.38601961247788
2,20190214,27yfp,dilution,10.0,0.0,566.0169182244548,0.9970302351889415
3,20190214,27yfp,dilution,10.0,1.0,6702.888848803898,11.80703726371327
4,20190214,27yfp,dilution,10.0,6.0,25892.899548273126,45.6099506836667
5,20190214,27yfp,dilution,10.0,0.05,611.668779384693,1.0774452977142557
6,20190214,27yfp,dilution,10.0,0.5,1708.3328458322694,3.0092024535311
7,20190214,27yfp,dilution,10.0,7.0,20300.1908092636,35.75847888156996
8,20190214,27yfp,auto,10.0,0.0,556.6389269470131,0.9805110454829552
9,20190214,27yfp,dilution,10.0,1.5,11790.969624306385,20.769614545277637
10,20190214,27yfp,dilution,10.0,2.0,13331.266103975404,23.482823482923045
11,20190214,27yfp,dilution,10.0,5.0,21109.665687377703,37.184356628541465
12,20190214,27yfp,dilution,10.0,3.5,16094.208281200856,28.349704312941174
13,20190214,27yfp,dilution,10.0,0.25,716.6429069308488,1.2623556346780593
14,20190214,27yfp,dilution,10.0,4.0,19089.312120824237,33.62553439767164
15,20190214,27yfp,dilution,10.0,0.75,4050.6432304696327,7.135146746868286
16,20190214,27yfp,dilution,10.0,2.5,13507.70808344643,23.793623359437408
17,20190214,27yfp,dilution,10.0,0.1,618.6129696583483,1.0896773837859193
18,20190214,27yfp,dilution,10.0,9.0,30614.121827482286,53.926312276152764
19,20190214,27yfp,dilution,10.0,8.0,30160.266251699933,53.12685254819345
