,date,promoter,strain,atc_ngml,xan_mgml,mean_FITC,fold_change
0,20190206,27yfp,dilution,10.0,3.5,19999.09286557118,27.748277980588238
1,20190206,27yfp,dilution,10.0,3.0,16501.105355923337,22.894901357820014
2,20190206,27yfp,dilution,10.0,2.5,15410.462668238459,21.381659898379873
3,20190206,27yfp,dilution,10.0,4.0,21837.7731544895,30.299404280029854
4,20190206,27yfp,dilution,10.0,0.1,764.786531943485,1.061123593296128
5,20190206,27yfp,dilution,10.0,0.05,679.2380371071259,0.9424270388325607
6,20190206,27yfp,dilution,10.0,1.0,5356.010294650774,7.431340187369911
7,20190206,27yfp,dilution,10.0,0.75,3309.7842949869637,4.592249023013901
8,20190206,27yfp,auto,10.0,0.0,726.5815953798675,1.0081151290060792
9,20190206,27yfp,dilution,10.0,2.0,10654.098602618327,14.782314960244408
10,20190206,27yfp,dilution,10.0,0.25,474.89907735730293,0.658911466625612
11,20190206,27yfp,dilution,10.0,0.0,687.134939815593,0.953383808372715
12,20190206,27yfp,dilution,10.0,0.5,1835.1042708097682,2.5461646571708045
13,20190206,27yfp,dilution,10.0,1.5,1285.936327638372,1.7842068600058594
14,20190206,27yfp,delta,10.0,0.0,720.732756085328,1.0
