,date,promoter,strain,atc_ngml,xan_mgml,mean_FITC,fold_change
0,20190213,27yfp,dilution,10.0,0.75,1037.2608861610533,1.8531196278956978
1,20190213,27yfp,dilution,10.0,5.0,8932.236312462448,15.957897046410732
2,20190213,27yfp,dilution,10.0,2.0,4291.061278242273,7.66620045670872
3,20190213,27yfp,auto,10.0,0.0,527.435042170367,0.9422896805675397
4,20190213,27yfp,dilution,10.0,3.5,8496.044292650553,15.178617692268205
5,20190213,27yfp,dilution,10.0,4.0,8464.41067361114,15.122102613829
6,20190213,27yfp,dilution,10.0,2.5,9167.348016258058,16.37793613095016
7,20190213,27yfp,dilution,10.0,0.25,649.473033444295,1.1603167940892636
8,20190213,27yfp,dilution,10.0,0.1,589.6098910955968,1.0533682283485302
9,20190213,27yfp,dilution,10.0,9.0,15801.934521172023,28.230964273880648
10,20190213,27yfp,dilution,10.0,0.0,569.0193469859123,1.0165821681125868
11,20190213,27yfp,dilution,10.0,8.0,13358.894814407708,23.866348878915716
12,20190213,27yfp,dilution,10.0,10.0,20180.664249080906,36.05378890006485
13,20190213,27yfp,dilution,10.0,6.0,11718.89053625548,20.936397351557215
14,20190213,27yfp,dilution,10.0,1.0,1506.052365806521,2.6906395844579056
15,20190213,27yfp,dilution,10.0,0.5,753.3739741983338,1.3459411391667486
16,20190213,27yfp,delta,10.0,0.0,559.7376826335333,1.0
17,20190213,27yfp,dilution,10.0,7.0,12833.076558371316,22.926947669473382
18,20190213,27yfp,dilution,10.0,0.05,574.3523487161408,1.0261098484808926
19,20190213,27yfp,dilution,10.0,1.5,2773.84686870379,4.955619310197236
