area_pix,aspect_ratio,mean_yfp,mean_mch,position,strain,atc_ngml,xan_mgml,promoter,repressors,activators,corrected_yfp,fold_change,date
629.0,0.20051195272219707,322.3990461049285,409.6216216216216,4.0,dilution,0.0,0.0,simple,4.3493849556626705,4.3493849556626705,322.3990461049285,0.9757453980648477,20190122
505.0,0.2726912842846314,332.1425742574258,414.4930693069307,4.0,dilution,0.0,0.0,simple,3.8555012980205956,3.8555012980205956,332.1425742574258,1.0052343276090756,20190122
586.0,0.30255575530031,325.4590443686007,390.09385665529015,4.0,dilution,0.0,0.0,simple,2.3609824285939576,2.3609824285939576,325.4590443686007,0.9850065272770377,20190122
553.0,0.2850851089040565,316.502712477396,397.6871609403255,4.0,dilution,0.0,0.0,simple,2.8485618142262834,2.8485618142262834,316.502712477396,0.9579000586569657,20190122
675.0,0.2313432377360617,318.2696296296296,376.8962962962962,4.0,dilution,0.0,0.0,simple,1.4030997835212273,1.4030997835212273,318.2696296296296,0.9632476590946316,20190122
658.0,0.27388732100249896,326.32674772036466,392.0030395136778,4.0,dilution,0.0,0.0,simple,2.8367144445672627,2.8367144445672627,326.32674772036466,0.9876326440804156,20190122
738.0,0.2261908690292353,312.97560975609764,406.4959349593496,4.0,dilution,0.0,0.0,simple,4.762205209615241,4.762205209615241,312.97560975609764,0.9472252310159163,20190122
607.0,0.28642676720906035,320.93245469522236,386.89126853377263,4.0,dilution,0.0,0.0,simple,2.158314157121043,2.158314157121043,320.93245469522236,0.9713067378512054,20190122
651.0,0.2599059011355456,321.8648233486943,392.3901689708142,4.0,dilution,0.0,0.0,simple,2.8437799238289694,2.8437799238289694,321.8648233486943,0.9741285651299035,20190122
692.0,0.2287315734947812,322.85404624277464,400.1502890173409,4.0,dilution,0.0,0.0,simple,3.816451551271146,3.816451551271146,322.85404624277464,0.9771224625939957,20190122
783.0,0.20367764500548105,324.4597701149425,386.9859514687101,4.0,dilution,0.0,0.0,simple,2.795074397500713,2.795074397500713,324.4597701149425,0.9819822092271192,20190122
578.0,0.2612809814643231,318.8235294117647,387.2387543252595,4.0,dilution,0.0,0.0,simple,2.0848794638423334,2.0848794638423334,318.8235294117647,0.9649240448344069,20190122
461.0,0.3755443803320611,326.17787418655104,383.90672451193063,4.0,dilution,0.0,0.0,simple,1.4358564040108812,1.4358564040108812,326.17787418655104,0.987182076166933,20190122
551.0,0.28456551032334754,320.50453720508165,373.994555353902,4.0,dilution,0.0,0.0,simple,0.9090683475129652,0.9090683475129652,320.50453720508165,0.9700116393488966,20190122
736.0,0.19774136360160155,325.14266304347825,391.09918478260875,4.0,dilution,0.0,0.0,simple,3.0746738572649077,3.0746738572649077,325.14266304347825,0.9840489945989745,20190122
660.0,0.2105354384488332,326.469696969697,364.40606060606063,4.0,dilution,0.0,0.0,simple,0.15370061669171955,0.15370061669171955,326.469696969697,0.9880652820608253,20190122
498.0,0.38387297712878143,324.8574297188755,403.6064257028112,4.0,dilution,0.0,0.0,simple,3.000871123997513,3.000871123997513,324.8574297188755,0.9831857317971197,20190122
590.0,0.2898862159905459,322.73728813559325,378.9864406779661,4.0,dilution,0.0,0.0,simple,1.4086512359977659,1.4086512359977659,322.73728813559325,0.9767690924859094,20190122
631.0,0.27371395192642617,317.21236133122034,373.76862123613313,4.0,dilution,0.0,0.0,simple,1.0199885540488967,1.0199885540488967,317.21236133122034,0.9600478212255179,20190122
500.0,0.3285127114565739,313.268,369.906,4.0,dilution,0.0,0.0,simple,0.5228258900348448,0.5228258900348448,313.268,0.9481101543380339,20190122
263.0,0.2816585392536453,313.66920152091257,364.6045627376426,3.0,dilution,0.0,0.0,simple,0.06896229329628317,0.06896229329628317,313.66920152091257,0.9493243965712436,20190122
532.0,0.3679772628138394,293.21804511278197,379.3477443609023,3.0,dilution,0.0,0.0,simple,1.2985786626229816,1.2985786626229816,293.21804511278197,0.8874286745105671,20190122
523.0,0.2962784460028517,301.0229445506692,376.58891013384317,3.0,dilution,0.0,0.0,simple,1.0633852109243283,1.0633852109243283,301.0229445506692,0.9110503160783241,20190122
587.0,0.25431711680872915,308.4923339011925,369.23339011925043,3.0,dilution,0.0,0.0,simple,0.5554514448029483,0.5554514448029483,308.4923339011925,0.9336565314911194,20190122
614.0,0.27780785789268275,306.35667752443,383.63680781758967,3.0,dilution,0.0,0.0,simple,1.8879076292993409,1.8879076292993409,306.35667752443,0.9271929364319836,20190122
432.0,0.31455304481396285,306.7824074074074,373.01388888888886,3.0,dilution,0.0,0.0,simple,0.6501299856708379,0.6501299856708379,306.7824074074074,0.9284814141094228,20190122
363.0,0.2956493293893043,313.40495867768595,386.2809917355372,3.0,dilution,0.0,0.0,simple,1.2579842337908151,1.2579842337908151,313.40495867768595,0.9485246617663023,20190122
403.0,0.31005495693883744,318.48387096774195,384.8709677419355,3.0,dilution,0.0,0.0,simple,1.3126315560447057,1.3126315560447057,318.48387096774195,0.9638960636177342,20190122
706.0,0.21652885400012128,303.3781869688385,375.3186968838527,3.0,dilution,0.0,0.0,simple,1.3029450852867213,1.3029450852867213,303.3781869688385,0.918178491482751,20190122
523.0,0.343797813292417,322.02676864244734,372.82791586998087,3.0,dilution,0.0,0.0,simple,0.7727051646181828,0.7727051646181828,322.02676864244734,0.9746186949147986,20190122
386.0,0.31458279213024903,320.7435233160622,377.72279792746116,3.0,dilution,0.0,0.0,simple,0.8495108869741093,0.8495108869741093,320.7435233160622,0.97073493428667,20190122
516.0,0.35737779139166104,292.43023255813955,383.13953488372096,3.0,dilution,0.0,0.0,simple,1.5486614831940069,1.5486614831940069,292.43023255813955,0.8850443483656322,20190122
560.0,0.30953412722938395,312.17857142857144,376.62678571428563,3.0,dilution,0.0,0.0,simple,1.1417495669862838,1.1417495669862838,312.17857142857144,0.9448129829352818,20190122
538.0,0.2332550023959997,315.0,364.04646840148695,3.0,dilution,0.0,0.0,simple,0.09669999828918371,0.09669999828918371,315.0,0.953352077507057,20190122
802.0,0.19566110062899694,316.88653366583543,367.94389027431424,3.0,dilution,0.0,0.0,simple,0.606066917230581,0.606066917230581,316.88653366583543,0.9590616990613783,20190122
521.0,0.3255221523032717,313.616122840691,370.42226487523993,3.0,dilution,0.0,0.0,simple,0.5845331156853222,0.5845331156853222,313.616122840691,0.9491637531742259,20190122
466.0,0.3059986217724365,318.88626609442065,376.57725321888415,3.0,dilution,0.0,0.0,simple,0.946687705453879,0.946687705453879,318.88626609442065,0.96511391831614,20190122
792.0,0.19952910088190515,310.9760101010101,373.8358585858586,3.0,dilution,0.0,0.0,simple,1.288108690123013,1.288108690123013,310.9760101010101,0.9411734136020746,20190122
508.0,0.28777884456765995,319.8503937007874,383.38582677165357,3.0,dilution,0.0,0.0,simple,1.5431407069459764,1.5431407069459764,319.8503937007874,0.9680318645272881,20190122
539.0,0.2658327441143168,315.7847866419295,380.44341372912805,3.0,dilution,0.0,0.0,simple,1.4029380714725388,1.4029380714725388,315.7847866419295,0.9557272456831943,20190122
471.0,0.3259995223608963,314.4416135881104,374.20594479830146,3.0,dilution,0.0,0.0,simple,0.7917936712306339,0.7917936712306339,314.4416135881104,0.951662112917131,20190122
701.0,0.23146104298614525,311.32382310984315,387.6776034236805,3.0,dilution,0.0,0.0,simple,2.5740091193830428,2.5740091193830428,311.32382310984315,0.942226074727646,20190122
430.0,0.2824168827965591,317.52325581395354,378.76511627906984,3.0,dilution,0.0,0.0,simple,1.0125801291816565,1.0125801291816565,317.52325581395354,0.9609887478953565,20190122
398.0,0.324902572648318,313.72864321608034,373.7035175879397,3.0,dilution,0.0,0.0,simple,0.6395234044757013,0.6395234044757013,313.72864321608034,0.9495042977254617,20190122
887.0,0.14964370303336644,324.4532130777903,378.6347237880496,3.0,dilution,0.0,0.0,simple,2.0716491002282185,2.0716491002282185,324.4532130777903,0.9819623642588926,20190122
387.0,0.33380378577628284,322.7751937984496,382.6795865633075,3.0,dilution,0.0,0.0,simple,1.1351915632127418,1.1351915632127418,322.7751937984496,0.9768838145253805,20190122
383.0,0.2649544482759643,331.20365535248044,382.81984334203656,3.0,dilution,0.0,0.0,simple,1.1313967265253593,1.1313967265253593,331.20365535248044,1.0023926758991064,20190122
552.0,0.29870558524447743,314.606884057971,369.572463768116,3.0,dilution,0.0,0.0,simple,0.549992012041524,0.549992012041524,314.606884057971,0.9521623063958363,20190122
783.0,0.2175219038819672,317.7892720306513,407.5836526181354,3.0,dilution,0.0,0.0,simple,5.178443887498451,5.178443887498451,317.7892720306513,0.9617938498408785,20190122
541.0,0.29219691736815423,306.7060998151572,365.6044362292052,3.0,dilution,0.0,0.0,simple,0.22179577923978386,0.22179577923978386,306.7060998151572,0.9282504680725933,20190122
624.0,0.21377602710287336,323.35256410256414,394.2483974358975,3.0,dilution,0.0,0.0,simple,2.8971892575120726,2.8971892575120726,323.35256410256414,0.9786312341409947,20190122
615.0,0.2459754807206768,324.23739837398375,393.54146341463417,3.0,dilution,0.0,0.0,simple,2.7911540978681098,2.7911540978681098,324.23739837398375,0.9813091979216529,20190122
666.0,0.2282629785510572,323.6876876876877,395.80480480480486,3.0,dilution,0.0,0.0,simple,3.2453746037960705,3.2453746037960705,323.6876876876877,0.9796454905413094,20190122
455.0,0.2704854903614986,324.0835164835165,396.72307692307686,3.0,dilution,0.0,0.0,simple,2.2789291952224846,2.2789291952224846,324.0835164835165,0.9808434721439778,20190122
492.0,0.29244100507338394,324.56300813008136,388.6463414634146,3.0,dilution,0.0,0.0,simple,1.8770138611497338,1.8770138611497338,324.56300813008136,0.9822946605801679,20190122
713.0,0.21926699661649876,311.9803646563815,378.11079943899017,3.0,dilution,0.0,0.0,simple,1.6100564125562264,1.6100564125562264,311.9803646563815,0.9442131072589539,20190122
594.0,0.24741462117971266,316.2878787878788,389.60774410774417,3.0,dilution,0.0,0.0,simple,2.350543141292897,2.350543141292897,316.2878787878788,0.9572498613737285,20190122
831.0,0.20268200109716206,325.8772563176896,392.849578820698,3.0,dilution,0.0,0.0,simple,3.6864958058511843,3.6864958058511843,325.8772563176896,0.9862722518183146,20190122
938.0,0.1502520930871846,335.40618336887,417.2249466950959,3.0,dilution,0.0,0.0,simple,7.539989571162575,7.539989571162575,335.40618336887,1.0151116880108735,20190122
416.0,0.2340225882713013,342.58413461538464,432.3173076923077,3.0,dilution,0.0,0.0,simple,4.271776230987552,4.271776230987552,342.58413461538464,1.0368358617667752,20190122
565.0,0.2918694538682605,326.2123893805309,386.81061946902656,3.0,dilution,0.0,0.0,simple,2.0022406868909317,2.0022406868909317,326.2123893805309,0.9872865369030799,20190122
445.0,0.2517840631693101,347.7977528089888,415.37078651685385,3.0,dilution,0.0,0.0,simple,3.455141824671988,3.455141824671988,347.7977528089888,1.0526149529928106,20190122
574.0,0.2042046752888637,339.73519163763063,414.6219512195122,3.0,dilution,0.0,0.0,simple,4.393224944646559,4.393224944646559,339.73519163763063,1.0282134944444232,20190122
821.0,0.20693111441803907,315.0012180267966,367.5359317904993,3.0,dilution,0.0,0.0,simple,0.570929124256877,0.570929124256877,315.0012180267966,0.953355763882857,20190122
755.0,0.2027919663651819,318.5192052980132,383.2251655629139,3.0,dilution,0.0,0.0,simple,2.275521911061528,2.275521911061528,318.5192052980132,0.9640030034817705,20190122
512.0,0.3545483088368617,323.212890625,390.927734375,3.0,dilution,0.0,0.0,simple,2.1259311823865277,2.1259311823865277,323.212890625,0.9782085103314442,20190122
621.0,0.24825618433329516,313.32850241545896,367.11433172302736,3.0,dilution,0.0,0.0,simple,0.3931573375495887,0.3931573375495887,313.32850241545896,0.9482932657776276,20190122
557.0,0.28745315360327545,323.24236983842013,395.1328545780969,3.0,dilution,0.0,0.0,simple,2.6589147695640185,2.6589147695640185,323.24236983842013,0.9782977295992453,20190122
387.0,0.33451593959389875,321.6279069767442,386.0387596899225,3.0,dilution,0.0,0.0,simple,1.3273034392666256,1.3273034392666256,321.6279069767442,0.9734115342873827,20190122
504.0,0.3302509761992937,319.72023809523813,395.0555555555555,3.0,dilution,0.0,0.0,simple,2.400154853346188,2.400154853346188,319.72023809523813,0.9676379466957021,20190122
397.0,0.36376553189656186,316.6448362720403,375.50629722921923,3.0,dilution,0.0,0.0,simple,0.7436820582602651,0.7436820582602651,316.6448362720403,0.9583301983867668,20190122
420.0,0.2905399420105863,318.53333333333336,373.6285714285714,3.0,dilution,0.0,0.0,simple,0.6702222676082878,0.6702222676082878,318.53333333333336,0.9640457621859722,20190122
570.0,0.3079798795588587,311.43859649122805,368.72456140350886,3.0,dilution,0.0,0.0,simple,0.49650460727649337,0.49650460727649337,311.43859649122805,0.9425734380342676,20190122
833.0,0.203377034184403,322.44897959183675,382.6326530612245,3.0,dilution,0.0,0.0,simple,2.437671021900981,2.437671021900981,322.44897959183675,0.9758965224885974,20190122
304.0,0.3160871041865613,333.90460526315786,400.82565789473676,3.0,dilution,0.0,0.0,simple,1.7069321253497003,1.7069321253497003,333.90460526315786,1.0105671400533502,20190122
601.0,0.22175009294056008,346.09983361064894,416.94342762063235,3.0,dilution,0.0,0.0,simple,4.80605635630962,4.80605635630962,346.09983361064894,1.0474761758652664,20190122
256.0,0.35066065477698405,340.7109375,412.51953125,3.0,dilution,0.0,0.0,simple,1.879810510337764,1.879810510337764,340.7109375,1.031166603476197,20190122
528.0,0.23923079855080556,341.51704545454544,399.1060606060606,3.0,dilution,0.0,0.0,simple,2.8304966074371154,2.8304966074371154,341.51704545454544,1.0336063009148029,20190122
634.0,0.2638148761605784,319.23028391167185,389.8343848580442,3.0,dilution,0.0,0.0,simple,2.5300631829818108,2.5300631829818108,319.23028391167185,0.966155093239238,20190122
655.0,0.21648129317474274,320.26106870229006,398.873282442748,3.0,dilution,0.0,0.0,simple,3.488785091437726,3.488785091437726,320.26106870229006,0.9692747783871699,20190122
748.0,0.1770212227391476,316.4104278074866,367.1390374331551,3.0,dilution,0.0,0.0,simple,0.4762924203181216,0.4762924203181216,316.4104278074866,0.9576207577624255,20190122
744.0,0.20666538115964025,319.5282258064516,386.5618279569892,3.0,dilution,0.0,0.0,simple,2.6092249804485173,2.6092249804485173,319.5282258064516,0.9670568187134115,20190122
433.0,0.2844666388830814,312.0854503464203,364.52655889145495,3.0,dilution,0.0,0.0,simple,0.10854736794820319,0.10854736794820319,312.0854503464203,0.9445311506269374,20190122
466.0,0.27681044255133885,322.8497854077253,391.0836909871245,3.0,dilution,0.0,0.0,simple,1.9456694609340823,1.9456694609340823,322.8497854077253,0.9771095671148013,20190122
630.0,0.2008950979299501,327.2412698412698,393.4539682539682,3.0,dilution,0.0,0.0,simple,2.851085195191681,2.851085195191681,327.2412698412698,0.9904004585689586,20190122
555.0,0.3000006109532807,317.72612612612613,383.6216216216216,3.0,dilution,0.0,0.0,simple,1.7052507837395252,1.7052507837395252,317.72612612612613,0.9616027378432113,20190122
816.0,0.17134691729793533,324.0649509803921,376.07475490196083,3.0,dilution,0.0,0.0,simple,1.5971244055675993,1.5971244055675993,324.0649509803921,0.9807872833789821,20190122
353.0,0.3238213266800919,325.61756373937675,395.89801699716713,3.0,dilution,0.0,0.0,simple,1.7250084838690907,1.7250084838690907,325.61756373937675,0.9854862884562583,20190122
696.0,0.16473885463782292,334.9152298850575,389.8491379310345,3.0,dilution,0.0,0.0,simple,2.779000019746482,2.779000019746482,334.9152298850575,1.0136258101576925,20190122
324.0,0.3163703553569306,329.5,393.7037037037037,3.0,dilution,0.0,0.0,simple,1.4782297670432982,1.4782297670432982,329.5,0.9972365382176993,20190122
408.0,0.3520400817404695,326.7549019607843,390.03431372549016,3.0,dilution,0.0,0.0,simple,1.640233887449105,1.640233887449105,326.7549019607843,0.9889284591108839,20190122
432.0,0.3735686504467357,326.8587962962963,389.28935185185196,3.0,dilution,0.0,0.0,simple,1.689159678389975,1.689159678389975,326.8587962962963,0.9892428968270794,20190122
864.0,0.19830382184183232,318.6261574074074,369.00810185185196,3.0,dilution,0.0,0.0,simple,0.7887990459397732,0.7887990459397732,318.6261574074074,0.9643266955950552,20190122
919.0,0.18035673779423494,319.22959738846566,369.33188248095763,3.0,dilution,0.0,0.0,simple,0.8829840509822882,0.8829840509822882,319.22959738846566,0.9661530154667781,20190122
783.0,0.2328236890795909,329.8288633461047,398.55427841634736,3.0,dilution,0.0,0.0,simple,4.133650838497704,4.133650838497704,329.8288633461047,0.9982318479136512,20190122
314.0,0.34820506878027524,326.3726114649681,373.67834394904463,3.0,dilution,0.0,0.0,simple,0.5033804981540719,0.5033804981540719,326.3726114649681,0.9877714513699392,20190122
487.0,0.20292452031305425,328.7494866529774,380.09650924024635,3.0,dilution,0.0,0.0,simple,1.2426236415238945,1.2426236415238945,328.7494866529774,0.9949650986666492,20190122
711.0,0.21140467842514815,320.37834036568216,388.71870604782004,3.0,dilution,0.0,0.0,simple,2.72011731064905,2.72011731064905,320.37834036568216,0.9696297027805908,20190122
440.0,0.2891709230294332,330.8659090909091,370.08181818181816,3.0,dilution,0.0,0.0,simple,0.47151891763952997,0.47151891763952997,330.8659090909091,1.0013704819304103,20190122
364.0,0.2809195061484506,331.1291208791209,380.82142857142856,3.0,dilution,0.0,0.0,simple,0.9677726169663762,0.9677726169663762,331.1291208791209,1.0021670962323659,20190122
573.0,0.2706193938524252,321.68062827225134,369.52705061082025,3.0,dilution,0.0,0.0,simple,0.5670701711010182,0.5670701711010182,321.68062827225134,0.9735710960543686,20190122
907.0,0.17005915637877606,327.4299889746417,383.8269018743109,3.0,dilution,0.0,0.0,simple,2.8142939429234977,2.8142939429234977,327.4299889746417,0.9909716197685314,20190122
654.0,0.24192904356110764,307.0764525993884,384.2691131498471,3.0,dilution,0.0,0.0,simple,2.072008800340304,2.072008800340304,307.0764525993884,0.92937134615595,20190122
735.0,0.21852279268987712,323.5795918367347,386.7183673469388,3.0,dilution,0.0,0.0,simple,2.5946646294794586,2.5946646294794586,323.5795918367347,0.9793183368775764,20190122
635.0,0.26425714454586346,321.6236220472441,364.74645669291334,3.0,dilution,0.0,0.0,simple,0.17982114139493693,0.17982114139493693,321.6236220472441,0.9733985658859831,20190122
691.0,0.17976268235904802,308.5369030390738,382.60347322720696,3.0,dilution,0.0,0.0,simple,2.019145967220841,2.019145967220841,308.5369030390738,0.9337914206345854,20190122
596.0,0.20434003935063505,314.13255033557044,394.01174496644296,3.0,dilution,0.0,0.0,simple,2.7463437947301457,2.7463437947301457,314.13255033557044,0.9507267284920833,20190122
649.0,0.2816069462506105,327.1263482280431,377.2542372881356,3.0,dilution,0.0,0.0,simple,1.3833839203207923,1.3833839203207923,327.1263482280431,0.9900526466365139,20190122
730.0,0.23273009234859726,313.50273972602736,371.2917808219178,3.0,dilution,0.0,0.0,simple,0.9128213502613602,0.9128213502613602,313.50273972602736,0.9488205975300392,20190122
745.0,0.18751532008159294,320.2255033557047,363.5127516778524,3.0,dilution,0.0,0.0,simple,0.07514665131471403,0.07514665131471403,320.2255033557047,0.969167139348902,20190122
807.0,0.2573323152919654,336.9566294919455,399.17100371747216,3.0,dilution,0.0,0.0,simple,4.333901676422556,4.333901676422556,336.9566294919455,1.0198041357330854,20190122
405.0,0.31248154533360384,308.8543209876543,373.39753086419745,3.0,dilution,0.0,0.0,simple,0.6324579252140017,0.6324579252140017,308.8543209876543,0.9347520906686084,20190122
433.0,0.3298247748847653,307.7944572748268,368.18937644341804,3.0,dilution,0.0,0.0,simple,0.34292385673394554,0.34292385673394554,307.7944572748268,0.9315443977400419,20190122
632.0,0.21645549318491566,324.61392405063293,375.2737341772152,3.0,dilution,0.0,0.0,simple,1.1621764367118972,1.1621764367118972,324.61392405063293,0.9824487583536156,20190122
432.0,0.2696181077186471,322.2916666666667,365.78935185185196,3.0,dilution,0.0,0.0,simple,0.18891370477532712,0.18891370477532712,322.2916666666667,0.9754204126345352,20190122
475.0,0.4105501290445793,313.6042105263158,369.5515789473684,2.0,dilution,0.0,0.0,simple,0.47180610758412234,0.47180610758412234,313.6042105263158,0.9491277003816623,20190122
778.0,0.2023428591889137,322.06298200514135,374.0167095115682,2.0,dilution,0.0,0.0,simple,1.2861318067311212,1.2861318067311212,322.06298200514135,0.9747282951832362,20190122
609.0,0.24242224888969155,323.6732348111658,384.2463054187192,2.0,dilution,0.0,0.0,simple,1.9273867595240464,1.9273867595240464,323.6732348111658,0.9796017487004901,20190122
789.0,0.1564872830295014,311.25475285171103,376.78580481622316,2.0,dilution,0.0,0.0,simple,1.6271847573918523,1.6271847573918523,311.25475285171103,0.9420170325876961,20190122
483.0,0.3173970073264509,320.0041407867495,371.5817805383023,2.0,dilution,0.0,0.0,simple,0.6246619149288682,0.6246619149288682,320.0041407867495,0.9684971823171694,20190122
768.0,0.1612753361413454,327.8658854166667,383.22916666666674,2.0,dilution,0.0,0.0,simple,2.315157183450111,2.315157183450111,327.8658854166667,0.9922908666846663,20190122
531.0,0.250852399501004,329.75329566854987,385.51224105461387,2.0,dilution,0.0,0.0,simple,1.7798677069379267,1.7798677069379267,329.75329566854987,0.9980031412393995,20190122
630.0,0.25155979688899754,315.79047619047617,372.1015873015873,2.0,dilution,0.0,0.0,simple,0.8631706131325616,0.8631706131325616,315.79047619047617,0.95574446518455,20190122
492.0,0.16852700211738547,326.719512195122,377.6036585365854,2.0,dilution,0.0,0.0,simple,1.0741339976106918,1.0741339976106918,326.719512195122,0.9888213514708311,20190122
305.0,0.36078069811234426,327.21967213114755,378.76065573770484,2.0,dilution,0.0,0.0,simple,0.7180243931539022,0.7180243931539022,327.21967213114755,0.9903350927854208,20190122
469.0,0.2787354927835216,322.56076759061835,379.5266524520256,2.0,dilution,0.0,0.0,simple,1.1571993820653537,1.1571993820653537,322.56076759061835,0.9762348504913873,20190122
322.0,0.3571611348694578,324.19565217391306,373.7670807453416,2.0,dilution,0.0,0.0,simple,0.5204279869653334,0.5204279869653334,324.19565217391306,0.9811828524404929,20190122
641.0,0.21964831321699896,312.7004680187208,369.14664586583467,2.0,dilution,0.0,0.0,simple,0.5983322623925783,0.5983322623925783,312.7004680187208,0.9463925105494493,20190122
572.0,0.2702002134257009,323.3723776223776,379.99825174825173,2.0,dilution,0.0,0.0,simple,1.4512030416643489,1.4512030416643489,323.3723776223776,0.9786912000466356,20190122
752.0,0.2395288061901696,320.6183510638298,389.12234042553183,2.0,dilution,0.0,0.0,simple,2.9218292016503704,2.9218292016503704,320.6183510638298,0.9703560986463144,20190122
825.0,0.17857580255539862,318.36727272727273,372.79393939393935,2.0,dilution,0.0,0.0,simple,1.2147520649360914,1.2147520649360914,318.36727272727273,0.9635431773485754,20190122
638.0,0.2354986251534543,326.282131661442,375.4341692789969,2.0,dilution,0.0,0.0,simple,1.1883359954610189,1.1883359954610189,326.282131661442,0.9874976129297359,20190122
