I_1,I_2,area_1,area_2,bg_val,fractional_birth_area,date,autofluorescence,I_1_tot,I_2_tot
844.3844797178131,804.5260804769001,567.0,671.0,394.01978451438816,0.4926913155631986,20190124,374.93703214966564,266176.70277113956,288254.2514275743
414.6216216216216,428.4918032786885,481.0,488.0,394.01978451438816,0.44994246260069043,20190124,374.93703214966564,19088.287536010823,26134.72831096316
1033.3779264214047,874.6538461538462,299.0,442.0,394.01978451438816,0.3969359331476323,20190124,374.93703214966564,196873.82738725,220874.8317898478
455.26100628930817,456.36170212765956,636.0,329.0,394.01978451438816,0.6590673575129534,20190124,374.93703214966564,51086.04755281265,26788.716422759997
414.00411522633743,425.9587628865979,486.0,388.0,394.01978451438816,0.5560640732265446,20190124,374.93703214966564,18986.60237526249,19796.431525929725
1144.4543610547667,1344.7936507936508,493.0,819.0,394.01978451438816,0.3891472868217054,20190124,374.93703214966564,379372.0431502148,794312.5706694239
453.3301707779886,449.8730853391685,527.0,457.0,394.01978451438816,0.5355691056910569,20190124,374.93703214966564,41313.1840571262,34245.7763076028
458.7047970479705,470.13513513513516,542.0,296.0,394.01978451438816,0.6358099878197321,20190124,374.93703214966564,45402.12857488123,28178.63848369898
424.17196261682244,511.8142076502732,535.0,366.0,394.01978451438816,0.5937846836847946,20190124,374.93703214966564,26340.687799928888,50097.04623322237
398.3264705882353,396.50144927536235,340.0,345.0,394.01978451438816,0.49635036496350365,20190124,374.93703214966564,7952.409069113678,7439.723908365364
423.1196754563895,422.43990384615387,493.0,832.0,394.01978451438816,0.3720754716981132,20190124,374.93703214966564,23754.04315021485,39522.389251478206
380.32521489971344,390.5,698.0,448.0,367.9548379233598,0.6094182825484764,20190124,374.93703214966564,3760.951559533367,6972.209596949793
378.1062431544359,384.08663366336634,913.0,404.0,367.9548379233598,0.7032258064516129,20190124,374.93703214966564,2893.4896473552485,3696.4390115350834
381.50692520775624,382.660447761194,361.0,804.0,367.9548379233598,0.3098712446351931,20190124,374.93703214966564,2371.7313939707064,6209.626151668806
401.0990825688073,392.52277657266814,545.0,461.0,367.655502714195,0.5093525179856115,20190124,374.93703214966564,14258.317478432215,8107.02817900415
382.09294320137695,382.32930513595164,581.0,662.0,367.655502714195,0.49655963302752293,20190124,374.93703214966564,4157.584321044274,4893.684716921333
393.9412844036697,400.15551537070525,545.0,553.0,367.655502714195,0.4547390841320554,20190124,374.93703214966564,10357.317478432227,13945.821221234903
394.6487695749441,378.875,447.0,512.0,367.655502714195,0.5127659574468085,20190124,374.93703214966564,8811.146629099465,2016.2395393711922
381.2725274725275,394.9116541353383,455.0,532.0,367.655502714195,0.6253298153034301,20190124,374.93703214966564,2882.65037190214,10626.498896377867
398.18947368421055,383.03747534516765,570.0,507.0,367.655502714195,0.5511737089201878,20190124,374.93703214966564,13253.891674690602,4106.924700119519
379.7522658610272,382.64262295081966,331.0,305.0,367.655502714195,0.525,20190124,374.93703214966564,1593.8423584606708,2350.205194351975
765.9861111111111,762.2137931034483,432.0,435.0,367.655502714195,0.4982698961937716,20190124,374.93703214966564,168933.20211134444,168465.39101489546
390.7769571639586,388.4811320754717,677.0,636.0,363.0181087763011,0.49026345933562426,20190124,374.93703214966564,10723.629234676353,8614.047552812648
386.74068767908307,394.4439102564103,698.0,624.0,363.0181087763011,0.5232974910394266,20190124,374.93703214966564,8238.951559533363,12172.291938608654
