Unnamed: 0,HDR-T,FSC-A,FSC-H,FSC-W,SSC-A,SSC-H,SSC-W,FITC-A,FITC-H,FITC-W,gate
0,0.7067985999999999,6651.8555,5731.0684,152130.8,13579.553999999998,10891.652,163418.66,24618.652000000002,21438.61,150514.23,0
1,21.794472,15417.12,11901.5,169789.75,27461.049,26167.564,137551.0,7533.094,6013.531999999997,164192.64,0
2,22.243260999999997,4994.747,5508.6255,118844.8,18773.137,20882.47,117832.445,9906.188,9318.92,139332.02,0
3,22.993668,6792.6973,5337.3027,166813.17,19057.988,17838.096,140035.61,34079.254,29064.725,153685.81,1
4,30.504991999999998,14377.742,12092.063999999995,155847.61,38813.652,36839.066,138097.5,62184.734000000004,55464.07,146954.19,0
5,41.56848,5474.7069999999985,5646.903,127075.11,21939.373,20488.049,140356.83,29986.654,27933.612999999998,140705.42,0
6,56.943622999999995,12905.806999999999,10277.874,164585.58,19832.95,18454.406000000006,140863.06,34927.746,31586.808999999997,144935.48,0
7,58.39719,8548.386999999999,7289.581,153706.25,12313.249,10977.434,147021.81,30318.057,23544.093999999997,168783.23,0
8,75.6002,8727.237,6793.682,168376.5,47946.38,32140.088,195532.38,63168.09,47770.29,173320.45,0
9,75.827324,12226.493999999999,10279.886999999999,155891.89,15941.588,17897.365,116748.8,28808.19,22530.55,167592.31,0
10,76.50140999999998,6415.0909999999985,5991.964,140327.75,17159.986,14699.53,153011.27,17432.842,15312.2705,149223.95,1
11,85.57351,13319.756000000001,9974.595,175029.38,27621.777000000002,26124.371,138584.83,41872.1,35512.9,154542.72,0
12,85.95144,4718.4067,5758.5390000000025,107397.2,26107.186,22840.13,149820.55,35224.21,31709.152000000002,145601.73,0
13,91.17339,6580.1074,5534.7617,155827.45,19652.686,17256.637,149271.08,31811.117000000002,26890.324,155057.52,1
14,101.399254,6929.1367,5585.8315,162592.77,12428.658000000001,11434.469,142468.28,15184.896,14838.663999999999,134130.31,0
15,105.04409,4569.326,5660.4116,105806.92,18724.549,18702.363,131227.48,19416.96,17183.338,148109.75,0
16,134.12094,8415.472,7411.8604,148819.95,23832.396,22270.666,140263.42,31531.174,28805.885,143472.56,1
17,135.66536000000002,7418.771,6089.3906,159686.45,17047.197,15444.351999999999,144674.92,31692.71,29573.564,140464.2,1
18,143.21483999999995,6407.8086,5506.518,152525.47,22088.865,18087.04,160072.17,49004.383,37817.52,169844.62,1
19,156.8548,8626.0,6641.4569999999985,170237.81,33436.094,31368.23,139712.56,35915.49,29415.042999999998,160037.67,0
20,161.44444,5443.6226,5432.7495,131334.33,11949.578000000001,10197.999,153584.55,27959.89,21696.48,168910.28,0
21,163.79195,10869.923999999999,6587.9404,216265.27,50043.57,29200.362999999998,224631.14,57522.273,32647.167999999998,230940.69,0
22,174.38121,5618.949000000001,5434.3496,135524.39,8620.078000000001,7898.3354,143049.23,35708.668,31376.26,149170.31,0
23,182.22503999999998,10249.744,5818.153,230907.39,23987.385,13997.921999999999,224610.1,68635.38,34811.715,258423.84,1
24,195.16,8048.0913,7399.995,142551.38,45927.145,40995.06200000001,146841.16,29318.21,26757.818,143613.97,0
25,216.71281000000002,6233.6255,5437.653,150258.53,21053.941000000006,19385.34,142354.08,33608.5,27306.041,161324.5,1
26,230.35275,7295.147,5764.9995,165861.16,17766.459,15787.0625,147505.92,28277.95,24075.426,153951.48,1
27,230.81609,13372.069,8938.811,196077.97,27118.762000000002,24281.22700000001,146389.23,36152.74,31662.783,149658.72,0
28,233.70505,7443.9873,6271.7609999999995,155570.06,31281.37,23513.895,174369.73,22805.049,17396.227,171824.81,0
29,243.39674,60103.49,48904.383,161087.5,28541.682,28170.123,132800.81,32.66584,338.5537,12646.67,0
30,243.85277999999997,7169.3745,5423.7617,173256.92,31124.582000000002,29996.365,136001.86,31040.055,25247.994,161140.8,0
31,252.5397,11964.051000000001,11570.589,135529.16,22608.506,21413.654,138385.62,34977.19,32190.746,142417.66,1
32,256.19723999999997,5698.114000000001,5838.7676,127914.52,5701.788000000001,4800.4595,155681.92,28523.79,26341.68,141929.83,0
33,284.05672999999996,10166.064,8447.221,157742.58,5244.675,5118.4756,134303.66,34360.66,29445.658,152950.23,0
34,299.55182,7567.658,6696.596,148121.23,15091.895,13858.613000000001,142736.12,21212.896,18863.82,147394.16,1
35,304.98812999999996,12413.225,9530.405999999999,170719.5,12827.116000000002,13196.223,127405.836,35246.08,32673.417999999998,141392.42,0
36,315.3376,6965.8057,5967.46,153000.12,21580.145,18355.53,154098.12,29648.627,24072.43,161433.84,1
37,324.26977999999997,6980.2109999999975,5495.404,166486.44,13321.355,13308.128999999999,131202.27,28040.917999999998,26529.027000000002,138541.8,0
38,334.7173200000001,7967.0769999999975,6766.8228,154320.69,23260.713,15879.138,192002.12,26729.814,21644.257999999998,161868.81,1
