Unnamed: 0,HDR-T,FSC-A,FSC-H,FSC-W,SSC-A,SSC-H,SSC-W,FITC-A,FITC-H,FITC-W,gate
0,21.675926,7411.7896,6239.0684,155708.84,10758.146999999999,10599.652,133031.9,330.75487999999996,886.6096,48897.17,0
1,23.002691,12400.812,8561.5,189849.81,16583.031000000006,16835.564,129105.92,424.76154,893.5321,62308.164000000004,1
2,27.97262000000001,8528.299,7936.6255,140843.39,15584.413999999999,14118.471000000001,144681.42,144.17786999999996,318.92007,59255.23,1
3,30.133146000000004,8677.07,5901.3027,192723.7,14896.625,12922.095,151100.16,123.05041999999999,472.72405999999995,34118.137,1
4,32.665237,12072.641000000001,9228.064,171475.3,25231.357000000004,23491.064,140782.23,312.44028,472.07043,86750.13,0
5,38.305797999999996,12396.57,6162.903,262143.97,4180.723,3560.0479,153923.7,-30.262884000000003,133.61371,-29687.2,0
6,40.19082,28230.045,23629.873,156588.6,8403.957,8786.405,125366.8,-152.89836,250.80861000000002,-79904.33,0
7,50.478683000000004,8327.247,6321.581,172657.6,18206.25,17709.433999999994,134749.06,625.3525,440.0942,186246.94,1
8,61.82868199999999,7077.1219999999985,7165.682,129452.09,15551.2705,13812.088,147576.25,111.38856000000001,762.2875,19152.775,1
9,62.138626,8037.019,5555.8867,189605.77,12429.588,12481.366000000002,130528.26,217.43665,442.54984,64399.203,1
10,64.335396,9352.689,8147.964,150451.78,15189.406,14615.53,136218.52,440.68435999999997,512.2705,112755.625,1
11,69.43220500000001,8361.914,6146.594,178312.2,14536.111,13840.372,137660.83,569.55884,352.89943999999997,211542.45,1
12,73.64994,16245.787,14150.538999999999,150479.62,12774.143,11828.13,141555.12,338.46936,613.1519,72353.77,0
13,74.03782,7622.0880000000025,6606.7617,151215.12,14299.416000000001,14772.636999999999,126873.29,-226.04342999999997,170.3233,-173951.33,1
14,129.76918,9645.596,7085.8315,178421.9,17210.338,15790.469,142857.9,139.89389,638.6636,28710.22,1
15,158.52481,15914.921999999999,12060.412,172962.64,20469.305,21974.362999999998,122094.67,293.991,551.337,69891.9,0
16,168.09673999999995,11290.288999999999,6979.8604,212015.81,19326.205,18170.666,139407.34,534.1197,885.88544,79026.17,1
17,171.16713000000001,8316.448,7913.3906,137747.97,13716.044,14568.351999999999,123403.76,579.4646,477.56515999999993,159039.2,1
18,179.69867,30195.33,23154.517999999996,170928.3,14452.983,13939.038999999999,135904.73,99.689995,333.51935,39177.84,0
19,185.40266,7861.380999999998,5993.4569999999985,171921.97,9475.224,8860.23,140169.78,481.5849,427.0427,147812.61,0
20,197.86194,10282.461,9272.75,145344.45,25376.324,22921.998,145106.27,524.4993,284.4807,241658.48,0
21,220.28099,8105.6763,6427.9404,165282.67,9842.04,9748.364,132331.52,350.13873,487.16864000000004,94204.305,0
22,234.78297,9530.125,8538.35,146296.72,16688.87,14942.335,146392.34,375.0244,512.25977,95957.56,1
23,254.02287,17507.066000000006,13910.153,164964.84,19138.24,18561.922,135141.58,107.34631,519.7129,27072.824,0
24,254.68623,8326.391,7003.995,155819.17,8885.292,7511.0635,155053.02,51.85839,425.8191,15962.607,0
25,270.9826,8216.388,7117.653,151305.27,14329.791000000001,13121.34,143143.48,300.7219,658.0419999999998,59899.246,1
26,283.00687,9335.067,7448.9995,164259.1,48505.83,52839.06200000001,120323.02,121.98085,811.4258,19703.926,0
27,286.99622,11659.173,9842.811,155259.62,16390.67,14725.226,145896.44,603.5799599999998,494.7835,159893.03,1
28,292.84705,9111.905999999999,8999.761999999999,132705.27,18002.674,18365.895,128479.8,138.22,500.22625999999997,36217.156,1
29,292.96848,7267.0044,6164.384,154516.8,13085.321000000002,14582.124,117617.93,180.71706,314.5537,75303.34,1
30,296.9107,6786.1284,6379.7617,139420.8,10730.056999999999,11272.366000000002,124766.17,363.46674,743.99445,64033.155999999995,0
31,297.95654,11528.331,8238.589,183410.22,13272.846000000001,14105.655,123333.4,284.47845,590.7461,63118.758,0
32,326.39316,6611.721,5962.7676,145337.12,16557.316000000006,14396.458999999999,150745.44,299.41623,537.6806,72989.586,0
33,329.15,7093.5327,5603.2207,165933.77,10697.2705,11202.476,125160.96,494.41183,621.6581,104243.07,0
34,351.28452000000016,6361.696999999999,6244.596,133529.9,8798.78,9458.613000000001,121928.414,368.59517999999997,483.82062,99856.24,0
35,354.42197000000016,24934.797000000002,18902.406000000006,172901.47,33271.305,28788.222999999998,151483.34,366.89572000000004,541.41895,88821.71,0
36,354.6286,8223.304,6687.46,161174.03,10174.579,10275.528,129784.32,-20.651375,356.42874,-7594.2725,0
37,360.85098,11314.926000000001,9623.404,154110.73,18426.31,17948.129,134564.08,-155.34346000000005,341.0275,-59705.387,1
38,386.8679,7161.2285,5838.8228,160757.84,9528.494,9619.138,129836.875,49.671963,240.25858,27098.318,0
39,412.97,14958.07,12086.6,162211.39,25273.604,24078.627,137576.86,-199.05692,217.76772999999997,-119810.164,0
40,429.16666,6009.598000000001,5796.7609999999995,135884.52,10230.355,10035.829,133612.6,623.26306,975.9153,83708.43,0
41,430.57864000000006,8105.1685,5576.967,190490.77,10958.498,13035.148000000001,110190.71,692.83435,645.481,140687.61,0
42,440.3916,7806.3535,7084.9614,144417.78,14605.169,16643.44,115020.016,430.25307999999995,360.0545,156626.66,1
43,481.04825,11820.082,9273.171999999999,167071.39,15977.81,14999.788,139618.2,173.55132,285.6589,79632.445,1
44,481.07178,11452.655,8977.48,167209.77,21044.697,17795.104,155007.28,296.35443,350.50568,110822.08,1
45,485.3113,6810.262,6851.4424,130284.2,15748.008,13169.428999999998,156735.95,457.91472999999996,639.3019400000002,93883.336,0
46,498.82907,39073.48,30111.452999999998,170082.77,27554.855,26603.068,135761.4,324.79617,568.34375,74904.81,0
47,525.0145,6836.1,5654.78,158453.8,16536.29,17286.383,125384.5,291.86255,507.8885,75321.664,0
48,526.673,11161.208999999999,8640.866,169302.7,17535.85,16556.27,138827.1,141.26083,443.82705999999996,41717.465,1
49,530.9977,10777.906,8661.333,163102.11,16738.246,16190.835,135503.53,-124.57638999999999,305.2995,-53483.473,1
50,547.1925,16661.713,11953.931,182691.7,20680.229,24552.117000000002,110401.84,103.161766,300.49884,44997.242,0
51,552.5141,16663.686,14504.926000000001,150579.38,22446.972999999998,20202.936,145630.8,172.65503,556.2956,40680.242,0
52,579.97015,7236.6626,6985.7676,135779.47,16898.143,15897.005,139326.45,366.69527999999997,666.8019400000002,72080.6,0
53,584.215,6250.603,6306.2266,129915.89,18138.447,17320.816000000006,137259.27,317.88593,362.65698,114890.78,0
54,590.1402,3187.552,5435.958000000001,76858.36,10648.806,8501.053,164186.75,24.470126999999998,504.6715,6355.3193,0
55,590.2236,23349.387000000002,17661.895,173279.88,17950.8,16927.951,138991.86,291.02692,343.61877000000015,111011.05,0
56,599.9604,8581.971,6615.0884,170044.0,17789.506,16502.006,141298.34,94.85959,456.16983,27256.15600000001,1
57,602.0158700000002,11976.013,11203.081,140115.02,16001.596000000001,15165.428,138298.84,274.11395,310.034,115886.21,1
58,622.12573,8280.408000000001,5522.28,196536.52,9305.056,9945.68,122629.35,540.65735,557.00226,127225.766,0
59,632.555,9513.65,6286.821999999999,198347.16,17716.336,17042.068,136257.84,478.95175,992.8821,63227.21,1
60,660.85205,12312.303999999998,8548.205,188787.97,17397.83,17660.03,129125.97,228.62021000000001,369.2497,81152.97,1
61,661.2925,8364.229,7066.9062,155133.81,16324.561000000005,17928.43,119346.36,414.83054,412.69052,131751.67,1
62,661.6441,10717.893999999998,9546.844000000001,147149.75,15520.736,16189.13,125660.484,197.26772,333.24838,77588.59,1
63,694.12805,4393.4077,5705.7812,100924.43,17262.936,15410.428,146828.34,76.99221,295.68585,34129.203,0
64,699.2629400000003,9288.87,6973.9185,174580.6,15270.976,13768.143,145378.89,468.6194,546.0085,112494.37,1
65,712.7608,10063.4375,7449.807,177056.25,17267.176,17692.828,127918.68,320.93896,593.1154,70923.99,1
66,715.0228,7142.8525,7338.1,127584.516,13282.305,12689.071000000002,137199.81,19.600285,422.0243,6087.4424,1
67,739.0732,4987.852,5856.279,111635.35,12628.285,11087.393,149288.0,121.3137,546.48,29096.818,0
68,741.6596,7465.7686,5725.9814,170897.03,10234.346,10429.259,128622.39,104.02741999999999,273.60382000000004,49835.13,0
69,747.4959,6133.8325,5370.9697,149688.73,11945.569,12982.426000000001,120603.78,150.70186,322.15033,61315.453,0
70,751.0031,6229.545,6196.8203,131764.17,15774.666000000001,15046.975,137410.81,112.12557,342.09085,42960.88,0
71,773.11414,12473.743,9537.157,171430.38,8022.4478,9013.045,116666.266,671.7015,561.731,156732.05,0
72,774.5151400000003,8716.752,7658.029,149192.72,17874.953,15337.596000000001,152755.75,100.68869000000001,391.45578,33713.816,1
73,842.45386,15747.152,11502.033000000001,179447.47,16544.455,15750.976,137674.95,224.44267000000002,497.00162,59191.258,0
74,893.2370599999997,9304.433,7984.641,152737.06,9279.49,8770.479,138679.02,21.705485999999997,373.74282999999997,7612.1367,0
75,900.06116,7060.5264,5994.1055,154391.23,16187.337,18385.926,115398.414,-51.060047,503.80737,-13283.931999999999,1
76,904.4257,8838.641,6314.8027,183457.56,12338.447,11170.201000000001,144780.3,520.5066,448.67944000000006,152054.75,1
77,914.7262599999999,10589.581,9050.452,153362.23,18474.912,17380.115,139328.4,130.70842,443.07822000000004,38666.344,1
78,935.0319999999999,5193.164000000002,5385.738,126385.36,13858.361,14046.046,129320.6,-115.01442,257.14355,-58625.504,0
79,944.2251,8008.6567,5837.4209999999985,179824.39,13504.15,13046.901000000002,135665.62,246.1043,726.6354,44392.805,1
80,991.318,7114.259,7976.9519999999975,116896.8,16243.666000000001,15777.867,134941.55,-283.8794,261.569,-142251.72,1
81,1027.1769,9057.634,8342.344000000001,142310.39,15355.861,16402.326,122709.63,487.98526,532.5663,120099.984,1
82,1036.2195,7099.1035,5574.33,166924.75,17457.877,17874.375,128017.836,349.57623,521.8035,87810.17,0
83,1055.6425,30830.195,22664.558999999997,178294.9,46004.742,43080.617,139968.6,656.52997,520.8372,165219.94,0
84,1069.0806,6425.1724,6779.2285,124226.555,11243.026000000002,10879.737,135448.67,481.86166,443.80804000000006,142310.56,0
85,1097.9431,6837.2919999999995,5399.945,165960.5,15401.84,12772.811000000005,158050.56,67.41346999999999,370.69293,23836.487999999998,1
86,1189.1472,7822.1855,5472.5024,187349.3,8562.914,7483.4824,149978.08,514.935,790.7806,85350.555,0
87,1200.3994,8358.01,7301.3887,150040.1,11627.251,11934.462,127698.01,9.670635,498.75435999999996,2541.4304,0
88,1208.3418,8983.493,5976.2159999999985,197028.42,12831.011,13494.166000000001,124630.62,215.96535,440.20947,64303.5,1
89,1214.3756,7670.3774,6176.2104,162781.33,12718.938,12250.806,136080.58,360.98624,311.62,151836.17,1
90,1234.5382,11418.743999999999,9212.654,162458.89,20369.57,18316.904,145760.45,282.87946,370.54028,100063.55,1
