Unnamed: 0,HDR-T,FSC-A,FSC-H,FSC-W,SSC-A,SSC-H,SSC-W,FITC-A,FITC-H,FITC-W,gate
0,12.228167,6647.1704,6839.0684,127394.24,20639.16,21267.652000000002,127198.62,34669.27,29110.61,156100.16,1
1,27.188856,7408.299,6729.5,144293.12,13177.854,12299.563999999995,140431.61,55889.62,51101.53,143353.12,0
2,32.650259999999996,7160.2305,7064.6255,132845.78,7495.945,6126.4707,160371.05,38746.19,36382.92,139585.84,0
3,36.864487,7629.468000000003,7845.3027,127466.03,17424.74,16970.096,134583.55,49364.137,44536.723,145279.12,1
4,49.12537800000001,4451.751,5688.064,102583.22,18312.307,16827.064,142641.08,37583.867,35408.07,139126.27,0
5,63.417027000000004,8208.97,5526.903,194677.94,16639.514,16536.049,131892.11,26124.202999999998,22357.612999999998,153153.72,1
6,100.1288,8697.591999999999,7041.874,161890.25,16261.916000000001,13706.405,155509.9,38973.855,31826.808999999997,160505.61,1
7,108.45362,4590.3594,5457.581,110244.37,18095.68,16341.434,145142.53,33582.68,29160.093999999997,150951.12,0
8,114.39136,9783.273000000001,7229.682,177367.86,15421.023000000001,14216.088,142181.48,28233.625,20570.287,179902.1,0
9,119.30916599999999,15368.366000000002,12675.886999999999,158912.95,30464.664,27685.365,144230.16,64775.265999999996,56218.55,151021.75,0
10,120.48544,10647.669,7891.964,176839.55,10340.261,7595.5303,178436.34,35080.92,30200.271,152254.48,0
11,127.60853999999999,4939.8690000000015,5706.594,113461.46,21889.01,20548.371,139623.53,24409.555,19872.9,160993.56,0
12,139.26765,8944.426,8078.5390000000025,145120.77,25943.205,23396.13,145341.45,32967.836,27365.152000000002,157907.4,1
13,145.0345,11587.612,12494.761999999999,121555.86,25212.104,24828.637000000002,133096.34,36230.164,35026.324,135576.89,1
14,151.28673999999995,6235.7324,5489.8315,148880.69,14687.846000000001,13854.469,138956.27,34374.4,34226.664,131637.75,0
15,171.0689,4382.8564,5544.4116,103612.39,18201.683999999997,19206.363,124215.66,18129.479,17263.338,137648.17,0
16,175.22858,10202.394,7519.8604,177828.84,22324.71,20746.666,141041.67,26066.396,22901.885,149183.12,1
17,177.83383,12920.091999999999,11053.391000000001,153207.5,19456.308999999997,19904.352,128121.59,47702.855,42229.566,148059.98,0
18,182.96436,8495.519,7634.518,145853.95,12713.85,11715.038999999999,142247.05,41199.832,35613.52,151631.86,0
19,186.41863999999998,5207.7036,5889.4569999999985,115899.33,13272.081,13276.23,131031.03,18603.805,19459.043,125311.3,0
20,201.5884,7921.138000000001,6304.7495,164675.77,15491.5625,13413.999,151372.47,36544.99,33736.48,141983.53,1
21,206.70801,10665.65,8635.94,161877.92,15350.857,13216.364,152240.62,17494.096,13743.169,166845.52,0
22,214.342,13605.282,11398.35,156449.98,45327.41,41066.336,144672.12,23192.717,22340.26,136073.44,0
23,251.35736,8631.488000000001,5406.153,209270.16,34073.61,18429.922,242328.55,46911.21,24315.713,252871.31,0
24,272.41213999999997,7548.653,6147.995,160933.28,21788.237999999998,20775.061999999998,137464.23,23971.502,21101.818,148896.78,1
25,279.50433,8388.802,7637.653,143962.69,26306.947,24969.34,138093.53,28962.69,26026.041,145861.52,1
26,300.10278,7901.406999999997,6184.9995,167445.97,8773.753,8119.063,141641.14,24489.525,22423.426,143149.0,0
27,302.808,5987.312,5846.811,134221.7,30121.016,28305.22700000001,139480.31,13777.328000000001,12298.783000000001,146829.31,0
28,304.1152,6610.965,5419.7609999999995,159880.17,16738.617,14217.895,154310.05,30879.463,29752.22700000001,136037.98,1
29,308.1876200000001,10101.529,6944.384,190661.64,19495.564,19786.123,129147.21,20681.127,17154.555,158017.31,1
30,309.09482,6817.0503,5487.7617,162821.28,20755.373,20652.365,131725.75,13541.899,11263.993999999999,157578.55,1
31,324.25186,11265.961000000001,9518.589,155133.5,21828.895,20197.654,141657.88,42602.765999999996,39606.746,140986.83,1
32,330.575,7747.4053,5722.7676,177443.5,22120.48,14416.458999999999,201115.66,37206.336,25549.68,190871.62,1
33,342.66504,9457.667,7047.2207,175904.14,17474.83,18302.477,125144.87,35188.062000000005,29537.658,156145.4,1
34,345.39026,9912.115,5960.596,217964.9,26519.012000000002,18934.613,183573.86,75968.42,50011.82,199099.6,1
35,374.89713,10364.87,5866.4062,231580.33,33622.69,17056.223,258380.39,35297.613,20125.418,229884.86,0
36,375.43707,11623.796999999999,9019.46,168918.58,31487.396,31823.53,129687.56,37648.08,31420.43,157050.97,0
37,385.41632000000004,9357.464,7203.404,170266.94,11466.966999999999,11960.128999999999,125667.4,33251.758,30821.027000000002,141409.12,0
38,389.5124,14462.59,12646.823,149890.66,17422.998,16671.137,136983.3,58917.835999999996,49528.258,155920.66,0
39,405.77297999999996,4754.7173,5586.599,111554.51,20841.438000000002,20590.627,132668.56,19238.756,18681.768,134979.84,0
40,410.17627000000016,9979.808,7600.760999999998,172097.67,22485.81,23127.83,127433.49,32864.695,29287.916,147079.14,1
41,420.41367,12399.591,11020.966999999999,147467.94,26502.94,24511.147999999997,141722.98,45426.793,42749.48,139280.77,1
42,421.06638,6489.821999999999,5440.9614,156338.9,13566.0,11423.438999999995,155655.64,36168.695,30416.055,155861.88,0
43,442.47205,7834.8804,6093.172,168538.4,33599.652,29319.79,150204.81,53160.9,41749.66,166897.3,0
44,448.2043,9442.719000000001,6821.4805,181438.03,16951.738,13547.103000000001,164012.8,13495.402,10958.506000000001,161415.2,1
45,459.79977,8109.9272,5671.4424,187427.52,23884.266,24773.43,126367.586,29303.541,26855.303,143021.06,1
46,468.37915,6999.776,5707.4519999999975,160750.3,22926.85,13543.068000000001,221889.75,34766.383,24616.343999999997,185116.83,1
47,475.32224,10364.966999999999,8694.78,156249.72,36602.85,34770.383,137979.75,18757.973,17047.889,144219.9,0
48,477.9839,12176.953000000001,10040.866,158956.17,31817.17,31456.27,132575.8,36607.777,32791.83,146324.7,0
49,485.28513,5283.144,5517.3335,125508.5,18899.982,16858.836,146941.25,34630.918,33309.3,136272.56,0
50,497.93512000000004,8162.8237,6537.9307,163647.75,16377.373,16752.117,128139.92,18014.549,15880.499,148685.69,1
51,504.47824,7347.7026,6536.9253,147328.9,11444.33,10082.935,148769.31,23213.361,21136.295,143952.47,0
52,507.75435999999996,9665.452,7017.7676,180523.23,9334.411,9801.005,124832.09,27418.84,23706.803,151595.39,0
53,508.67065,6566.3833,6398.2266,134516.8,18010.072,17044.816000000006,138494.67,31566.064,28682.65600000001,144248.39,1
54,514.0084,10228.418,7507.9580000000005,178565.1,19115.836,9213.053,262143.97,55903.5,45288.67,161792.86,1
55,524.4876,10620.7295,7637.8936,182259.7,27628.47700000001,25183.951,143794.73,38971.75,34975.617,146047.61,1
56,544.24615,15872.088,12399.088,167785.44,23407.957000000002,22390.006,137031.12,46620.426,42664.168,143226.33,0
57,552.1001,9099.321,6707.081,177821.95,17296.576,15589.428,145425.28,29363.37,27078.033,142134.23,1
58,553.77997,14096.572,11686.278999999999,158105.58,20600.053,20081.68,134455.39,30141.53100000001,29373.002,134501.44,0
59,554.84717,15302.641000000001,11438.821000000002,175345.66,37918.77,25106.068,197963.66,51858.348,34296.883,198186.45,0
60,584.4376,33593.26,24312.205,181108.05,41742.887,36208.03,151108.02,46283.797,39233.25,154626.75,0
61,584.5995,7216.363,5542.9062,170643.89,35324.78,35948.43,128798.11,36072.687999999995,32396.69100000001,145944.52,0
62,588.07007,12853.392,12526.844,134488.77,37077.184,36985.13,131398.23,32892.227,30093.248,143263.03,0
63,602.19995,9384.983,5965.7812,206194.05,18596.334,9686.428,251636.48,31338.29,22935.686,179090.89,1
64,604.0816,12359.527,9633.918,168154.64,31270.814,29548.142999999996,138713.56,40541.773,37506.008,141681.06,0
65,607.4832,9219.171,6165.807,195980.05,12881.86,11524.827,146505.56,28703.67,26465.115,142158.73,0
66,610.6266,12185.027,10646.1,150018.88,24714.107000000004,23609.07,137206.9,34590.496,27974.022999999997,162073.42,1
67,613.061,9267.282,6748.279,179998.67,31278.055,27659.392999999996,148220.08,25244.107000000004,21982.48,150519.67,1
