Unnamed: 0,HDR-T,FSC-A,FSC-H,FSC-W,SSC-A,SSC-H,SSC-W,FITC-A,FITC-H,FITC-W,gate
0,25.036884,4699.0786,5963.0684,103288.71,4739.5835,3803.6523,163323.73,2512.1677,2430.6096,135470.06,0
1,29.628975,9287.05,6517.5,186769.8,15062.226999999999,14871.563999999995,132752.42,7051.4595,5765.531999999997,160305.9,0
2,34.424355,4353.8164,5444.6255,104812.24,12581.223999999998,11722.471000000001,140673.94,8442.543,8558.92,129289.8,0
3,49.066414,5957.8009999999995,6877.3027,113547.55,28526.707000000002,25482.096,146732.53,13320.223999999998,13480.723999999998,129511.47,0
4,61.023999999999994,14401.168,11824.063999999995,159639.69,26518.842,24547.064,141600.55,4381.0376,3576.0706,160576.08,0
5,68.50204000000001,5282.615,6058.903,114278.6,7579.342,8052.0480000000025,123377.24,2874.5396,2589.6138,145493.38,0
6,70.02486999999999,7532.8594,5733.874,172195.44,13830.315,11894.405,152405.02,12446.448,10578.809,154212.16,0
7,74.938225,13104.242,9649.581,177997.28,22916.715,21113.433999999997,142266.75,27641.889,26704.093999999997,135674.98,0
8,89.96325999999998,3860.2876,5929.682,85329.3,19867.244,17876.088,145671.66,3173.6125,3042.2876,136729.92,0
9,90.81997,12385.79,9799.886999999999,165658.06,33846.414,32297.365,137358.48,15832.155,14874.55,139510.25,0
10,98.88426,11120.871000000001,7567.964,192605.94,17428.916,15015.53,152138.67,16949.332,14984.2705,148261.0,0
11,105.57637,12811.883999999998,10246.595,163886.56,31041.95,29820.371,136441.31,23689.912,23816.9,130373.14,0
12,105.78692,7608.217,7806.5390000000025,127742.164,24463.629,24160.13,132718.52,9536.386,8557.152,146071.16,1
13,107.80526,7950.0493,6286.7617,165749.7,18333.343999999997,19128.637,125622.55,20726.016,18154.324,149639.3,1
14,113.55898,7074.3769999999995,5677.8315,163311.06,16589.086,16770.468999999994,129654.375,5179.258,5430.6636,125004.19,1
15,152.84769,12644.677,9012.412,183897.83,17580.432,15666.363000000001,147085.97,12296.447,10643.337,151429.95,0
16,158.28017,9500.556999999999,7683.8604,162061.38,4205.3022,4006.6655,137570.1,14251.347,15089.886,123788.38,0
17,220.59647999999999,12295.091,11873.391000000001,135727.2,28734.81,28248.35200000001,133329.16,29411.972999999998,29781.564,129445.38,0
18,236.74866,10106.278,8622.518,153626.84,17481.475,15675.038999999999,146177.11,10524.183,10121.52,136286.42,1
19,248.51748999999998,9005.498,6157.4569999999985,191697.42,25646.54,25036.23,134267.14,8737.783000000001,7919.0425,144623.39,1
20,271.00057999999996,6899.772,6648.7495,136020.61,9497.362,10537.999,118128.52,7544.751,7044.481,140380.19,0
21,277.59467,3937.7534,5483.9404,94116.49,21531.527000000002,19144.363,147415.73,5341.714,4899.1685,142911.83,0
