Unnamed: 0,HDR-T,FSC-A,FSC-H,FSC-W,SSC-A,SSC-H,SSC-W,FITC-A,FITC-H,FITC-W,gate
0,22.615814,6161.7869999999975,5783.0684,139655.58,5096.5933,2951.6523,226320.92,132.10387,430.60962,40210.707,0
1,25.528195999999998,13478.399,10425.5,169453.81,24566.553,22587.564,142555.75,752.7231400000003,525.5321,187735.3,0
2,33.8467,10265.558,7144.6255,188327.17,14945.357,11838.471000000001,165470.52,-35.73247,230.92007,-20282.023,1
3,59.684803,12829.063999999995,10545.303,159457.83,18713.16,18646.096,131543.42,261.73132000000004,328.72406,104360.016,1
4,63.10463299999999,83838.125,48700.06200000001,225643.05,15376.582,9015.065,223563.47,83.8042,368.07043,29843.158,0
5,87.472946,8865.83,6810.903,170617.92,10898.3125,10764.048,132706.92,366.1021,505.6137,94905.92,0
6,158.54993000000005,11679.23,10657.874,143632.78,12829.563,14190.405,118502.36,411.19556,378.8086,142278.25,0
7,178.48352,8381.596,6897.581,159272.14,16299.388,15913.434,134250.94,-96.162964,112.09421,-112443.56,1
8,230.31197999999998,20236.814,17501.682,151555.7,44361.29,44308.085999999996,131229.39,433.72794000000016,450.2875,126251.76,0
9,231.68932999999998,16103.0,13635.886999999999,154786.6,6187.074000000001,6417.366,126368.38,20.659704,298.54984,9070.207,0
10,257.8736,6511.605,8083.964,105578.05,13485.881000000001,12775.53,138359.92,239.22224,764.2705,41026.492,0
11,263.5606,7756.590999999998,5570.594,182506.89,7952.5166,7832.371999999998,133082.58,-180.06763,184.89946,-127646.8,0
12,295.87952,7335.54,6186.5390000000025,155415.47,26372.365,27812.13,124286.73,289.74365,509.15195,74589.29,0
13,299.28122,15790.205,12402.761999999999,166870.39,43851.566,41380.637,138898.6,88.799675,434.3233,26798.357000000004,0
14,310.53927999999996,18872.56,14897.831,166041.9,24721.596,24062.468999999997,134662.36,436.93338,546.6636,104762.3,0
15,348.65036000000015,9623.683,7948.4116,158697.78,21149.59,22718.362999999998,122021.07,715.6559,511.337,183445.45,1
16,380.97292999999996,7594.630999999998,7099.8604,140206.06,12792.273000000001,12718.666000000001,131830.56,93.71418,485.88547,25280.248,1
17,381.4695,9379.044,8177.3906,150332.8,17536.328,18340.352,125325.93,236.51051,525.5651,58983.95,1
18,383.62976000000003,11167.937,8514.518,171918.58,11980.153,11855.038999999999,132455.3,-108.331345,421.51935,-33685.773,0
19,437.6457,16225.338,13529.457,157189.42,14705.742,12924.23,149139.33,-15.979664999999999,623.04266,-3361.7065,0
20,444.10837000000004,26281.362999999998,22312.75,154384.86,27529.627,25361.998,142274.4,279.93372,632.4807,58012.0,0
21,451.81973,15669.407,13291.94,154516.23,22228.68,22504.362999999998,129466.336,329.524,495.16864000000004,87225.57,0
22,452.42685,6709.656,5818.3496,151150.77,14495.275,15386.335,123481.305,512.76825,756.25977,88871.0,0
23,467.37115,16156.801000000001,13226.153,160114.89,7340.993,7217.922,133306.88,19.265203,335.7129,7521.6914,0
24,474.06583,17770.746,16727.994,139242.47,23156.307,22407.062,135454.77,282.36852999999996,633.8191,58393.015999999996,0
25,477.7539,15208.528,11325.653,176008.58,28494.92,25973.34,143796.92,43.0378,206.04199,27378.16,0
26,518.15936,9733.306999999999,8308.999,153540.03,17648.393,18019.061999999998,128375.72,31.088646,647.4258,6293.9277,1
27,521.2892,9713.893,7378.811,172550.75,4433.1914,4633.226,125413.1,8.563974,594.7835,1887.2367,0
28,530.69147,12438.373,10071.761999999999,161870.62,21511.862999999998,20689.895,136279.23,-241.27837999999997,96.22626,-328650.84,1
29,548.8598599999998,4961.903,8164.384,79658.984,14226.628,13878.124,134363.45,233.19092,434.5537,70336.07,0
30,548.9233,8525.261999999999,5955.7617,187620.52,7137.472,7592.3657,123218.875,237.9043,671.99445,46403.05,0
31,586.4816,7977.9119999999975,7570.589,138124.11,6807.3174,6969.6553,128019.055,109.25326000000001,498.74612,28712.088,0
32,587.00714,14654.275,10806.768,177737.25,25149.908,22724.459,145061.7,603.01495,705.6806,112003.05,0
33,591.3821,12019.516000000001,10887.221000000001,144703.78,19535.365,18970.477,134974.97,63.37663000000001,565.6581,14685.376,1
34,592.08344,10206.344000000001,9608.596,139225.95,12065.277,11538.613000000001,137054.6,987.97406,863.8206,149910.45,0
35,613.9979,7496.611999999999,6662.4062,147483.64,11552.751,12140.223,124729.36,208.53712,257.4189,106182.48,0
36,618.197,7811.01,6023.46,169969.53,12026.156,13283.528,118665.19,42.12984,224.42874,24604.88,1
37,642.80457,9234.713,8247.404,146762.81,8624.945,8572.129,131879.6,187.61064,413.0275,59537.203,0
38,651.8570599999998,9575.963,8786.823,142843.5,16211.413999999999,16251.138,130751.61,-66.520134,224.25858,-38878.902,1
39,656.03986,7901.2744,5778.599,179219.19,14150.085,14250.628,130147.24,221.67092999999997,245.76772999999997,118220.77,1
40,690.6097,11958.821000000002,8656.761,181068.5,17928.082,19719.83,119162.77,-88.88203399999998,175.9153,-66224.75,1
41,756.5415,13706.752,11288.966999999999,159144.0,15114.239,15359.148000000001,128981.99,-8.066355999999999,397.481,-2659.9346,0
42,773.27094,15310.114,14364.962,139695.97,27434.09,29463.44,122044.17,411.51242,552.0545,97703.68,0
43,774.3909,8191.89,8057.172,133263.56,12137.848999999998,10815.788,147093.5,353.46167,533.6589,86813.75,1
44,776.47876,10423.793,7729.4805,176760.58,16046.563,17739.104,118566.03,691.7824,510.50568,177614.69,1
45,795.64575,17151.36,13355.442,168325.61,20791.121,19569.43,139254.64,280.81546000000003,227.30194,161930.17,0
46,808.3953,9467.921,6811.4519999999975,182190.12,15439.955,16135.068000000001,125425.3,400.69586,1076.3438,48794.83,1
47,808.6183,16197.061000000005,13302.78,159589.28,29284.625,30218.382999999998,127021.836,987.14105,811.8885,159364.94,0
48,853.5218,9518.591,8260.866,151027.83,24035.111,24620.27,127956.766,586.35156,615.827,124798.47,0
49,855.24896,8869.17,6433.3335,180699.45,8820.317,9174.835,126007.35,513.5431,549.2995,122539.93,0
50,918.6871,8758.776,7785.9307,147449.34,3467.8684,4636.116,98043.37,418.00487999999996,436.49884000000003,125518.63,0
51,963.9731,6222.326,5548.9253,146978.5,15199.958999999999,13514.935,147413.89,-237.76546000000002,284.2956,-109619.69,0
52,969.1672,18506.36,14597.768,166166.89,28526.722999999998,26601.006,140560.64,71.529854,422.8019,22174.832000000002,0
