area_pix,aspect_ratio,mean_yfp,mean_mch,position,strain,atc_ngml,xan_mgml,promoter
380.0,0.42151038048649025,112.9342105263158,1504.9447368421052,1.0,dilution,1.5,0.0,27yfp
337.0,0.4002632994032604,110.37091988130564,1361.1483679525222,1.0,dilution,1.5,0.0,27yfp
509.0,0.30243089685356384,112.39489194499018,1411.2495088408643,1.0,dilution,1.5,0.0,27yfp
456.0,0.3324851951014859,112.3640350877193,1667.0986842105262,1.0,dilution,1.5,0.0,27yfp
721.0,0.25645825763737806,110.27323162274618,881.4493758668516,1.0,dilution,1.5,0.0,27yfp
693.0,0.2557434975536996,110.74891774891775,1132.7142857142858,1.0,dilution,1.5,0.0,27yfp
716.0,0.20568078489183408,110.64525139664805,1165.0335195530727,1.0,dilution,1.5,0.0,27yfp
423.0,0.3875958324716716,112.84160756501183,1643.3262411347519,1.0,dilution,1.5,0.0,27yfp
403.0,0.392424059135239,112.93548387096774,1532.771712158809,1.0,dilution,1.5,0.0,27yfp
528.0,0.36536684326122026,111.10606060606061,700.2878787878788,1.0,dilution,1.5,0.0,27yfp
558.0,0.27503712543913605,112.5304659498208,1750.4354838709678,1.0,dilution,1.5,0.0,27yfp
647.0,0.2587948379764467,110.52704791344668,951.3261205564143,1.0,dilution,1.5,0.0,27yfp
340.0,0.3774081988154583,119.18529411764706,1036.644117647059,1.0,dilution,1.5,0.0,27yfp
471.0,0.21316893137616466,114.34394904458598,1911.7091295116772,1.0,dilution,1.5,0.0,27yfp
319.0,0.35323249023014536,121.61755485893417,1298.1128526645768,1.0,dilution,1.5,0.0,27yfp
481.0,0.2369764057061691,113.45738045738045,1705.1912681912681,1.0,dilution,1.5,0.0,27yfp
517.0,0.2151961969145338,112.0715667311412,1316.2882011605416,1.0,dilution,1.5,0.0,27yfp
479.0,0.2993566414756985,110.39039665970772,1388.3966597077244,1.0,dilution,1.5,0.0,27yfp
427.0,0.24205336945091563,111.57142857142857,1744.7447306791569,1.0,dilution,1.5,0.0,27yfp
443.0,0.3065512641980695,110.53047404063206,1361.022573363431,1.0,dilution,1.5,0.0,27yfp
782.0,0.1740981646105866,110.20076726342711,932.7020460358057,1.0,dilution,1.5,0.0,27yfp
496.0,0.3429293602623316,112.1491935483871,1535.0685483870968,1.0,dilution,1.5,0.0,27yfp
499.0,0.21601092792887033,114.52705410821643,1386.7134268537075,1.0,dilution,1.5,0.0,27yfp
271.0,0.40087677920437564,114.56457564575646,1638.608856088561,1.0,dilution,1.5,0.0,27yfp
333.0,0.32438783033978114,113.26426426426427,1590.5315315315315,1.0,dilution,1.5,0.0,27yfp
353.0,0.32359867887442384,113.08781869688386,1338.9660056657224,1.0,dilution,1.5,0.0,27yfp
304.0,0.3145997415831617,110.71052631578948,890.7006578947369,1.0,dilution,1.5,0.0,27yfp
507.0,0.33329858366943094,111.51676528599606,1533.5364891518739,1.0,dilution,1.5,0.0,27yfp
823.0,0.17797702748704197,110.47509113001215,1041.086269744836,1.0,dilution,1.5,0.0,27yfp
474.0,0.28137032544927737,112.0126582278481,1496.0506329113923,1.0,dilution,1.5,0.0,27yfp
450.0,0.26734459085646195,112.10222222222222,1538.2133333333334,1.0,dilution,1.5,0.0,27yfp
374.0,0.32381137399102133,111.57486631016043,1503.350267379679,1.0,dilution,1.5,0.0,27yfp
542.0,0.293080009288646,112.72878228782288,1223.9114391143912,1.0,dilution,1.5,0.0,27yfp
776.0,0.11826618469195767,111.34278350515464,1330.75,1.0,dilution,1.5,0.0,27yfp
273.0,0.4021941792543728,110.67765567765568,1451.934065934066,1.0,dilution,1.5,0.0,27yfp
446.0,0.2768108076382272,111.64349775784753,1410.3991031390135,1.0,dilution,1.5,0.0,27yfp
266.0,0.39327485024655395,111.45112781954887,1462.8308270676691,1.0,dilution,1.5,0.0,27yfp
449.0,0.29428093642400793,111.35857461024499,1187.661469933185,1.0,dilution,1.5,0.0,27yfp
579.0,0.25130011476803205,112.45423143350604,1871.1018998272884,1.0,dilution,1.5,0.0,27yfp
423.0,0.3443109608632997,111.68321513002364,1379.047281323877,1.0,dilution,1.5,0.0,27yfp
395.0,0.36201377329919626,114.23797468354431,1448.979746835443,1.0,dilution,1.5,0.0,27yfp
661.0,0.2264908911952497,111.464447806354,1510.571860816944,1.0,dilution,1.5,0.0,27yfp
459.0,0.2481438382101599,111.6318082788671,1605.7429193899782,1.0,dilution,1.5,0.0,27yfp
699.0,0.2584688451504913,110.44492131616595,846.5264663805436,1.0,dilution,1.5,0.0,27yfp
728.0,0.19473004232773222,110.61401098901099,1135.2692307692307,1.0,dilution,1.5,0.0,27yfp
715.0,0.198611326406516,110.61398601398601,1180.606993006993,1.0,dilution,1.5,0.0,27yfp
462.0,0.2741405321720082,110.36147186147186,1397.108225108225,1.0,dilution,1.5,0.0,27yfp
452.0,0.3120919484851907,110.89823008849558,1439.3075221238937,1.0,dilution,1.5,0.0,27yfp
482.0,0.3163634617238281,111.85269709543569,989.4709543568465,1.0,dilution,1.5,0.0,27yfp
388.0,0.35614571778319254,113.71649484536083,1215.0309278350514,1.0,dilution,1.5,0.0,27yfp
535.0,0.33392269059836693,114.4373831775701,1314.9401869158878,1.0,dilution,1.5,0.0,27yfp
673.0,0.2692001770157614,111.86329866270431,1277.0,1.0,dilution,1.5,0.0,27yfp
315.0,0.4655444727289954,111.68571428571428,1278.111111111111,1.0,dilution,1.5,0.0,27yfp
621.0,0.306245950680305,111.45410628019323,1229.0740740740741,1.0,dilution,1.5,0.0,27yfp
427.0,0.28025917309330933,113.32552693208432,1689.5105386416863,1.0,dilution,1.5,0.0,27yfp
740.0,0.21254046748627478,111.97567567567567,945.3081081081081,1.0,dilution,1.5,0.0,27yfp
721.0,0.24720656279778458,116.93342579750346,681.0305131761443,1.0,dilution,1.5,0.0,27yfp
416.0,0.3811642429233194,113.1610576923077,658.15625,1.0,dilution,1.5,0.0,27yfp
721.0,0.24699495651779535,111.70319001386963,806.8349514563107,1.0,dilution,1.5,0.0,27yfp
730.0,0.23252722401448436,110.57123287671233,1166.9698630136986,1.0,dilution,1.5,0.0,27yfp
709.0,0.24290332224214953,114.11988716502115,1055.5514809590973,1.0,dilution,1.5,0.0,27yfp
558.0,0.2637027082758789,111.11290322580645,974.600358422939,1.0,dilution,1.5,0.0,27yfp
581.0,0.31160719042105006,110.67125645438898,2265.115318416523,1.0,dilution,1.5,0.0,27yfp
306.0,0.3397782745638454,112.79738562091504,1255.0653594771243,1.0,dilution,1.5,0.0,27yfp
528.0,0.299121853092172,113.85037878787878,961.7575757575758,1.0,dilution,1.5,0.0,27yfp
687.0,0.23516058793558414,113.3406113537118,1078.0742358078603,1.0,dilution,1.5,0.0,27yfp
662.0,0.2270201953882596,111.76283987915407,1173.0392749244713,1.0,dilution,1.5,0.0,27yfp
674.0,0.2002322543684216,114.44658753709199,1237.8887240356082,1.0,dilution,1.5,0.0,27yfp
887.0,0.1708347148166047,111.86696730552424,1102.2018038331455,1.0,dilution,1.5,0.0,27yfp
683.0,0.24329018764349813,114.7393850658858,1631.8169838945828,1.0,dilution,1.5,0.0,27yfp
254.0,0.32299293364313847,113.89763779527559,986.3582677165355,3.0,dilution,1.5,0.0,27yfp
723.0,0.3910020333260652,112.39142461964039,1287.4370677731674,3.0,dilution,1.5,0.0,27yfp
708.0,0.19643736661606814,110.39406779661017,955.6779661016949,3.0,dilution,1.5,0.0,27yfp
582.0,0.28711162388572437,111.68041237113403,812.5498281786942,3.0,dilution,1.5,0.0,27yfp
556.0,0.26224969805586,114.33453237410072,1309.68345323741,3.0,dilution,1.5,0.0,27yfp
805.0,0.2233170594582264,111.32173913043478,1062.5105590062112,3.0,dilution,1.5,0.0,27yfp
613.0,0.2772617902928056,109.6215334420881,1092.7275693311583,3.0,dilution,1.5,0.0,27yfp
595.0,0.2935241676245932,110.75294117647059,1068.4588235294118,3.0,dilution,1.5,0.0,27yfp
648.0,0.2698816017189765,113.2746913580247,1076.969135802469,3.0,dilution,1.5,0.0,27yfp
841.0,0.20532308493751136,109.96908442330559,1053.3519619500594,3.0,dilution,1.5,0.0,27yfp
642.0,0.2785478020829396,111.60903426791278,604.1978193146417,3.0,dilution,1.5,0.0,27yfp
906.0,0.1958648312913903,115.20419426048565,1355.5275938189845,3.0,dilution,1.5,0.0,27yfp
656.0,0.28457379305652275,114.91920731707317,922.829268292683,3.0,dilution,1.5,0.0,27yfp
405.0,0.3305229109136336,113.5604938271605,1222.1777777777777,3.0,dilution,1.5,0.0,27yfp
388.0,0.33503351128899606,113.3659793814433,1206.6572164948454,3.0,dilution,1.5,0.0,27yfp
497.0,0.2453280454051655,111.14688128772636,1712.7967806841045,3.0,dilution,1.5,0.0,27yfp
608.0,0.2529241273858696,110.49342105263158,1172.251644736842,3.0,dilution,1.5,0.0,27yfp
454.0,0.29860120257314426,111.06607929515418,1062.8370044052863,3.0,dilution,1.5,0.0,27yfp
501.0,0.2975577102436009,111.12375249500998,1097.8003992015967,3.0,dilution,1.5,0.0,27yfp
518.0,0.3235217418097065,109.74903474903475,932.6505791505791,3.0,dilution,1.5,0.0,27yfp
493.0,0.1826685616566395,111.19675456389453,1302.8316430020284,3.0,dilution,1.5,0.0,27yfp
564.0,0.29018222260059695,112.13297872340425,1122.7659574468084,3.0,dilution,1.5,0.0,27yfp
438.0,0.23654187893119272,118.29223744292237,1286.1347031963471,3.0,dilution,1.5,0.0,27yfp
469.0,0.2787487933760928,113.44349680170576,1297.5948827292111,3.0,dilution,1.5,0.0,27yfp
242.0,0.3079196136033039,110.33471074380165,1343.7644628099174,3.0,dilution,1.5,0.0,27yfp
549.0,0.2592296671354189,110.28779599271402,925.023679417122,3.0,dilution,1.5,0.0,27yfp
532.0,0.274613689068873,112.23684210526316,1221.062030075188,3.0,dilution,1.5,0.0,27yfp
611.0,0.2346821373791108,111.70703764320785,1115.2618657937808,3.0,dilution,1.5,0.0,27yfp
540.0,0.3366574921573088,111.79074074074074,1656.2574074074073,3.0,dilution,1.5,0.0,27yfp
733.0,0.20362201072714653,122.43656207366985,1203.5511596180081,3.0,dilution,1.5,0.0,27yfp
456.0,0.2064985851932766,114.83552631578948,1541.984649122807,3.0,dilution,1.5,0.0,27yfp
362.0,0.22364806455421937,113.54419889502762,1745.0331491712707,3.0,dilution,1.5,0.0,27yfp
559.0,0.2638241804324561,112.37924865831843,1321.2790697674418,3.0,dilution,1.5,0.0,27yfp
484.0,0.27415103412733643,121.24173553719008,1336.797520661157,3.0,dilution,1.5,0.0,27yfp
552.0,0.34449123898578804,114.3876811594203,1522.0960144927535,3.0,dilution,1.5,0.0,27yfp
389.0,0.35715084495907057,116.2082262210797,708.012853470437,3.0,dilution,1.5,0.0,27yfp
684.0,0.2256234108059782,110.44005847953217,1115.3654970760233,3.0,dilution,1.5,0.0,27yfp
597.0,0.2814941037282366,114.72194304857621,1034.7035175879396,3.0,dilution,1.5,0.0,27yfp
832.0,0.20305966956939625,114.80889423076923,1284.5600961538462,3.0,dilution,1.5,0.0,27yfp
403.0,0.2788613645900869,112.9454094292804,1444.287841191067,3.0,dilution,1.5,0.0,27yfp
567.0,0.25671109550622,110.32627865961199,1252.4409171075838,3.0,dilution,1.5,0.0,27yfp
613.0,0.22633907928223754,112.5742251223491,759.9804241435563,3.0,dilution,1.5,0.0,27yfp
437.0,0.3369195377464096,113.19679633867277,1206.446224256293,3.0,dilution,1.5,0.0,27yfp
299.0,0.27264356013541236,120.75919732441471,1730.85618729097,3.0,dilution,1.5,0.0,27yfp
496.0,0.21502765364440446,113.15725806451613,1998.8165322580646,3.0,dilution,1.5,0.0,27yfp
407.0,0.36920668812358476,113.13267813267814,1228.980343980344,3.0,dilution,1.5,0.0,27yfp
930.0,0.20726251422310954,111.77849462365592,1266.963440860215,3.0,dilution,1.5,0.0,27yfp
345.0,0.26590068579506904,111.55072463768116,1824.944927536232,3.0,dilution,1.5,0.0,27yfp
869.0,0.2494321145997852,111.27272727272727,1697.1542002301496,3.0,dilution,1.5,0.0,27yfp
344.0,0.40807484280727563,112.86046511627907,1265.4389534883721,3.0,dilution,1.5,0.0,27yfp
306.0,0.2801706856703427,113.05555555555556,1503.1339869281046,3.0,dilution,1.5,0.0,27yfp
707.0,0.2253949720076791,111.08628005657708,1234.5190947666194,3.0,dilution,1.5,0.0,27yfp
816.0,0.18732666066330472,110.9375,1116.014705882353,3.0,dilution,1.5,0.0,27yfp
737.0,0.21902853612836076,121.06784260515605,1572.9470827679784,3.0,dilution,1.5,0.0,27yfp
603.0,0.261375636294202,110.46766169154229,1470.0414593698176,3.0,dilution,1.5,0.0,27yfp
525.0,0.327674654103136,111.20571428571428,1367.4285714285713,3.0,dilution,1.5,0.0,27yfp
799.0,0.214388795070143,117.77346683354193,1521.162703379224,3.0,dilution,1.5,0.0,27yfp
526.0,0.3280940836552446,113.33269961977186,1454.680608365019,3.0,dilution,1.5,0.0,27yfp
704.0,0.21646979543998743,110.6377840909091,1048.5511363636363,3.0,dilution,1.5,0.0,27yfp
387.0,0.37467840350785797,111.90697674418605,1477.622739018088,3.0,dilution,1.5,0.0,27yfp
391.0,0.38179786126762466,112.0,1473.5907928388747,3.0,dilution,1.5,0.0,27yfp
429.0,0.33101597505505637,112.14452214452214,1946.3286713286714,3.0,dilution,1.5,0.0,27yfp
587.0,0.3028834179723807,111.04940374787053,760.2776831345826,3.0,dilution,1.5,0.0,27yfp
426.0,0.279912216008704,112.83568075117371,1838.661971830986,3.0,dilution,1.5,0.0,27yfp
391.0,0.3375658079256975,112.28644501278772,2074.079283887468,3.0,dilution,1.5,0.0,27yfp
466.0,0.3223238863746851,115.42274678111588,1482.274678111588,3.0,dilution,1.5,0.0,27yfp
592.0,0.17598191000749117,111.78378378378379,1419.0945945945946,3.0,dilution,1.5,0.0,27yfp
673.0,0.2586771348479307,111.66716196136701,1330.0252600297176,3.0,dilution,1.5,0.0,27yfp
843.0,0.1994189086985621,112.73784104389087,1590.4080664294188,3.0,dilution,1.5,0.0,27yfp
505.0,0.27313431852573755,112.75247524752476,2177.2475247524753,3.0,dilution,1.5,0.0,27yfp
291.0,0.39624867371413547,113.16151202749141,1940.3780068728522,3.0,dilution,1.5,0.0,27yfp
283.0,0.2310249921471753,111.87632508833923,1592.190812720848,3.0,dilution,1.5,0.0,27yfp
432.0,0.33278791404262137,120.33101851851852,1067.8078703703704,3.0,dilution,1.5,0.0,27yfp
432.0,0.3731141077312678,111.87037037037037,789.8402777777778,3.0,dilution,1.5,0.0,27yfp
559.0,0.2760670478658009,112.4257602862254,1503.3953488372092,3.0,dilution,1.5,0.0,27yfp
413.0,0.3186683048749333,112.6682808716707,737.7917675544794,3.0,dilution,1.5,0.0,27yfp
909.0,0.19647369595982828,112.56985698569856,1658.064906490649,3.0,dilution,1.5,0.0,27yfp
841.0,0.21877991028893198,117.79785969084423,1616.6171224732461,3.0,dilution,1.5,0.0,27yfp
469.0,0.2928779338136486,110.26865671641791,966.8678038379531,3.0,dilution,1.5,0.0,27yfp
469.0,0.29326894823735417,110.71002132196162,1029.7142857142858,3.0,dilution,1.5,0.0,27yfp
463.0,0.32057178081276605,110.75809935205183,1113.4708423326133,3.0,dilution,1.5,0.0,27yfp
424.0,0.3089293575102685,110.70283018867924,1132.372641509434,3.0,dilution,1.5,0.0,27yfp
450.0,0.2952292702529805,110.57333333333334,1032.9533333333334,3.0,dilution,1.5,0.0,27yfp
435.0,0.3009136189190211,111.66666666666667,1662.712643678161,3.0,dilution,1.5,0.0,27yfp
405.0,0.3497540104443071,112.28641975308642,1663.6913580246915,3.0,dilution,1.5,0.0,27yfp
547.0,0.35918887694620794,111.77513711151737,1530.6435100548447,3.0,dilution,1.5,0.0,27yfp
444.0,0.323655965617443,110.39864864864865,1634.5022522522522,3.0,dilution,1.5,0.0,27yfp
819.0,0.17209577291393713,110.58730158730158,961.2271062271062,2.0,dilution,1.5,0.0,27yfp
503.0,0.28453755451500573,113.37972166998011,1340.1610337972168,2.0,dilution,1.5,0.0,27yfp
674.0,0.2072764550284687,114.34421364985164,910.4955489614243,2.0,dilution,1.5,0.0,27yfp
701.0,0.25897018583159387,110.76747503566334,1549.2368045649073,2.0,dilution,1.5,0.0,27yfp
272.0,0.4014666834934273,110.26102941176471,921.1838235294117,2.0,dilution,1.5,0.0,27yfp
482.0,0.20920280522923598,111.02697095435684,1401.0622406639004,2.0,dilution,1.5,0.0,27yfp
706.0,0.2329792990158574,111.27053824362606,1307.385269121813,2.0,dilution,1.5,0.0,27yfp
469.0,0.2653683221220212,111.19829424307036,1644.5671641791046,2.0,dilution,1.5,0.0,27yfp
941.0,0.3762244616423557,111.7768331562168,1659.750265674814,2.0,dilution,1.5,0.0,27yfp
269.0,0.36851391834115854,110.78438661710037,1123.3791821561338,2.0,dilution,1.5,0.0,27yfp
323.0,0.4113162692344544,111.78637770897832,1580.9133126934985,2.0,dilution,1.5,0.0,27yfp
842.0,0.19631983729764726,110.24346793349169,1179.6745843230403,2.0,dilution,1.5,0.0,27yfp
388.0,0.20982375236817752,111.14432989690722,1481.9536082474226,2.0,dilution,1.5,0.0,27yfp
625.0,0.23087705351052104,111.0816,1056.5568,2.0,dilution,1.5,0.0,27yfp
551.0,0.29785603348422124,110.01996370235935,1130.950998185118,2.0,dilution,1.5,0.0,27yfp
504.0,0.28562911603301033,111.59920634920636,1826.093253968254,2.0,dilution,1.5,0.0,27yfp
466.0,0.33979680193543765,111.56652360515021,1845.6309012875536,2.0,dilution,1.5,0.0,27yfp
604.0,0.23215593749800623,111.54801324503312,1114.862582781457,2.0,dilution,1.5,0.0,27yfp
343.0,0.35345076483750437,121.20116618075802,1161.0320699708454,2.0,dilution,1.5,0.0,27yfp
360.0,0.42458721228836616,114.70833333333333,877.0916666666667,2.0,dilution,1.5,0.0,27yfp
329.0,0.36545418825572895,118.05471124620061,1012.6382978723404,2.0,dilution,1.5,0.0,27yfp
570.0,0.2806776722823589,111.66315789473684,915.1315789473684,2.0,dilution,1.5,0.0,27yfp
412.0,0.35664371223055724,112.68932038834951,1520.9174757281553,2.0,dilution,1.5,0.0,27yfp
430.0,0.371009304080241,111.79069767441861,1386.660465116279,2.0,dilution,1.5,0.0,27yfp
716.0,0.2282498959426047,110.40782122905028,1275.1284916201118,2.0,dilution,1.5,0.0,27yfp
732.0,0.19039540076281936,110.55874316939891,941.4508196721312,2.0,dilution,1.5,0.0,27yfp
789.0,0.270212430472248,113.31305449936629,945.8631178707225,2.0,dilution,1.5,0.0,27yfp
663.0,0.4835350837237272,117.17043740573152,1033.052790346908,2.0,dilution,1.5,0.0,27yfp
784.0,0.16952357130936482,110.53571428571429,1113.8073979591836,2.0,dilution,1.5,0.0,27yfp
250.0,0.4331901620368026,119.832,1245.02,2.0,dilution,1.5,0.0,27yfp
329.0,0.284555109523058,114.62006079027356,1012.9696048632219,2.0,dilution,1.5,0.0,27yfp
378.0,0.36792949044610657,110.65608465608466,1180.3862433862435,2.0,dilution,1.5,0.0,27yfp
563.0,0.45818902844668524,115.52042628774423,1259.9467140319716,2.0,dilution,1.5,0.0,27yfp
360.0,0.42800179708723324,112.34722222222223,1206.55,2.0,dilution,1.5,0.0,27yfp
574.0,0.3251321382691988,111.37282229965157,812.9773519163763,2.0,dilution,1.5,0.0,27yfp
517.0,0.322938504426778,112.66537717601547,1580.0502901353966,2.0,dilution,1.5,0.0,27yfp
886.0,0.17080165733905905,110.57787810383748,1161.071106094808,2.0,dilution,1.5,0.0,27yfp
688.0,0.25438684270060313,111.00145348837209,1452.7543604651162,2.0,dilution,1.5,0.0,27yfp
833.0,0.2166739350581689,116.58103241296519,1081.1272509003602,2.0,dilution,1.5,0.0,27yfp
525.0,0.32744738148468144,110.81714285714285,1415.3390476190475,2.0,dilution,1.5,0.0,27yfp
403.0,0.3685747345261816,111.66004962779157,1077.759305210918,2.0,dilution,1.5,0.0,27yfp
523.0,0.361986923486749,110.87571701720842,1290.8413001912045,2.0,dilution,1.5,0.0,27yfp
549.0,0.36113162746414673,111.8488160291439,949.4189435336976,2.0,dilution,1.5,0.0,27yfp
809.0,0.15579997527556189,116.24721878862793,1856.928306551298,2.0,dilution,1.5,0.0,27yfp
403.0,0.23943954203215312,116.1439205955335,1420.0942928039701,2.0,dilution,1.5,0.0,27yfp
424.0,0.2647976469357441,120.62264150943396,2656.1603773584907,2.0,dilution,1.5,0.0,27yfp
682.0,0.23342575819468525,110.39149560117302,1046.1363636363637,2.0,dilution,1.5,0.0,27yfp
421.0,0.29122357018269196,112.08788598574822,2477.755344418052,2.0,dilution,1.5,0.0,27yfp
438.0,0.26050851646236944,112.15753424657534,2598.7374429223746,2.0,dilution,1.5,0.0,27yfp
477.0,0.23566883882103104,109.80503144654088,1811.6666666666667,2.0,dilution,1.5,0.0,27yfp
635.0,0.2872303634873242,112.65984251968504,1676.3653543307087,2.0,dilution,1.5,0.0,27yfp
687.0,0.2189900365598696,111.54876273653566,1102.882096069869,2.0,dilution,1.5,0.0,27yfp
546.0,0.2451568876632944,110.07875457875458,922.2930402930403,2.0,dilution,1.5,0.0,27yfp
905.0,0.1651464735039406,111.31381215469614,1510.0077348066297,2.0,dilution,1.5,0.0,27yfp
892.0,0.204527832775358,110.81165919282512,1338.6984304932735,2.0,dilution,1.5,0.0,27yfp
926.0,0.16032523332481965,114.84341252699784,1239.2634989200865,2.0,dilution,1.5,0.0,27yfp
659.0,0.2173461569698356,111.13960546282246,998.8391502276176,2.0,dilution,1.5,0.0,27yfp
839.0,0.16158970806937856,110.21096543504171,1000.2145411203815,2.0,dilution,1.5,0.0,27yfp
593.0,0.19589355341363188,112.10455311973018,1463.1349072512648,2.0,dilution,1.5,0.0,27yfp
393.0,0.25738677601501386,111.4885496183206,1796.1628498727734,2.0,dilution,1.5,0.0,27yfp
743.0,0.2548360842235861,112.31628532974428,999.4522207267834,2.0,dilution,1.5,0.0,27yfp
881.0,0.229299802474681,112.34506242905789,1124.0703745743474,2.0,dilution,1.5,0.0,27yfp
413.0,0.2857781497698911,111.82082324455206,1564.445520581114,2.0,dilution,1.5,0.0,27yfp
943.0,0.19236820434801502,110.60445387062566,1432.272534464475,2.0,dilution,1.5,0.0,27yfp
444.0,0.3622333353176452,112.17117117117117,856.1531531531532,2.0,dilution,1.5,0.0,27yfp
528.0,0.31386946472457655,110.84469696969697,1258.9583333333333,2.0,dilution,1.5,0.0,27yfp
759.0,0.19152926804116516,110.95125164690383,1096.9710144927535,2.0,dilution,1.5,0.0,27yfp
541.0,0.3374568635357593,111.06469500924214,1154.5748613678372,2.0,dilution,1.5,0.0,27yfp
693.0,0.2660612698920252,118.55411255411255,1539.3275613275614,2.0,dilution,1.5,0.0,27yfp
340.0,0.3320273961311748,111.63235294117646,1562.6,2.0,dilution,1.5,0.0,27yfp
575.0,0.24957591242194402,114.4,1236.655652173913,2.0,dilution,1.5,0.0,27yfp
413.0,0.35717554302868604,111.45278450363196,1607.5302663438256,2.0,dilution,1.5,0.0,27yfp
526.0,0.36458154011525584,111.06844106463879,1477.8764258555134,2.0,dilution,1.5,0.0,27yfp
662.0,0.18371660988001584,113.64652567975831,2142.8368580060423,2.0,dilution,1.5,0.0,27yfp
