,area_pix,aspect_ratio,mean_yfp,mean_mch,position,strain,atc_ngml,xan_mgml,promoter,mean_yfp_corr,mean_mch_corr,total_mch,appx_activators,fold_change
19,433.0,0.2996036563780901,112.48267898383371,1109.8036951501156,1.0,dilution,1.5,0.0,27yfp,1.0235817962434766,712.826370407861,308653.8183866038,51.442303064433965,0.649638696930309
20,455.0,0.29830704765299576,112.01758241758242,1109.4373626373626,1.0,dilution,1.5,0.0,27yfp,0.5584852299921863,712.460037895108,324169.3172422742,54.02821954037903,0.35445493305807707
21,618.0,0.2799212980431188,110.05825242718448,1749.4676375404529,1.0,dilution,1.5,0.0,27yfp,-1.4008447604057466,1352.4903127981984,835839.0133092866,139.30650221821443,-0.8890769336573573
22,502.0,0.20920927908498035,111.76892430278885,1403.645418326693,1.0,dilution,1.5,0.0,27yfp,0.3098271151986154,1006.6680935844385,505347.3829793881,84.22456382989802,0.1966385921769835
23,241.0,0.35428432950110345,112.48132780082987,1695.9502074688794,1.0,dilution,1.5,0.0,27yfp,1.0222306132396426,1298.972882726625,313052.4647371166,52.17541078951943,0.6487811389225888
24,596.0,0.19690029554237864,117.7046979865772,1124.0989932885907,1.0,dilution,1.5,0.0,27yfp,6.24560079898697,727.1216685463361,433364.5144536163,72.22741907560271,3.963907896263205
25,466.0,0.2909261481820894,116.4098712446352,1194.4141630901288,1.0,dilution,1.5,0.0,27yfp,4.950774057044967,797.4368383478742,371605.56667010934,61.93426111168489,3.1421176295030935
26,531.0,0.2403103083847268,113.29378531073445,1099.0395480225986,1.0,dilution,1.5,0.0,27yfp,1.8346881231442183,702.062223280344,372795.0405618627,62.13250676031045,1.1644251646200767
27,358.0,0.34961254992783264,113.33798882681565,1962.1620111731845,1.0,dilution,1.5,0.0,27yfp,1.8788916392254151,1565.18468643093,560336.1177422729,93.38935295704549,1.1924798981959521
28,392.0,0.359014111984182,113.70408163265307,989.9872448979593,1.0,dilution,1.5,0.0,27yfp,2.2449844450628405,593.0099201557047,232459.88870103622,38.74331478350604,1.424828748295289
29,241.0,0.3566298188709538,116.65145228215769,1322.622406639004,1.0,dilution,1.5,0.0,27yfp,5.192355094567461,925.6450818967495,223080.46473711662,37.180077456186105,3.295442347659623
30,260.0,0.4512449269203916,116.79615384615386,1196.296153846154,1.0,dilution,1.5,0.0,27yfp,5.337056658563625,799.3188291038995,207822.89556701385,34.63714926116898,3.387280377432366
31,292.0,0.32288711093428746,113.3082191780822,1655.640410958904,1.0,dilution,1.5,0.0,27yfp,1.849121990491966,1258.6630862166494,367529.6211752616,61.2549368625436,1.1735859359525374
32,436.0,0.3360555920479309,116.1995412844037,1298.795871559633,1.0,dilution,1.5,0.0,27yfp,4.740444096813462,901.8185468173784,393192.886412377,65.53214773539617,3.0086270948026343
33,469.0,0.3416119478565217,113.53304904051173,1791.2686567164178,1.0,dilution,1.5,0.0,27yfp,2.073951852921496,1394.2913319741633,653922.6346958826,108.98710578264709,1.3162791524553816
34,363.0,0.2959214099991561,113.51515151515152,1045.0220385674934,1.0,dilution,1.5,0.0,27yfp,2.0560543275612844,648.0447138252388,235240.23111856167,39.206705186426944,1.304920094394799
35,308.0,0.2510823554075006,124.84740259740259,1875.9707792207791,1.0,dilution,1.5,0.0,27yfp,13.38830540981236,1478.9934544785247,455529.9839793856,75.92166399656426,8.497182455232569
36,654.0,0.29578314808937434,114.40672782874614,1485.8868501529053,1.0,dilution,1.5,0.0,27yfp,2.947630641155911,1088.9095254106505,712146.8296185655,118.69113826976091,1.8707786087833924
37,837.0,0.2404248319784276,112.85543608124253,1214.4396654719235,1.0,dilution,1.5,0.0,27yfp,1.396338893652299,817.4623407296689,684215.9791907328,114.0359965317888,0.8862171862321939
38,437.0,0.3370648221170146,114.09153318077804,2023.867276887872,1.0,dilution,1.5,0.0,27yfp,2.632435993187812,1626.8899521456174,710950.9090876348,118.49181818127246,1.6707333938949704
39,931.0,0.1897308542986012,110.81740064446831,1005.5982814178303,1.0,dilution,1.5,0.0,27yfp,-0.6416965431219239,608.6209566755757,566626.110664961,94.43768511082683,-0.4072668228648827
40,439.0,0.33808080133530016,114.26195899772208,680.4168564920274,1.0,dilution,1.5,0.0,27yfp,2.8028618101318443,283.43953174977275,124429.95443815023,20.738325739691707,1.7788978865120988
41,493.0,0.2922563020087171,114.10750507099392,678.9411764705882,1.0,dilution,1.5,0.0,27yfp,2.648407883403692,281.96385172833357,139008.17890206844,23.168029817011405,1.6808703052638887
42,321.0,0.3338707105694653,111.75077881619936,1180.2803738317755,1.0,dilution,1.5,0.0,27yfp,0.29168162860912616,783.3030490895209,251440.2787577362,41.90671312628937,0.185122160069238
43,708.0,0.20343628079981735,110.32768361581921,1141.7669491525426,1.0,dilution,1.5,0.0,27yfp,-1.13141357177102,744.789624410288,527311.0540824839,87.88517568041398,-0.7180765046350602
44,591.0,0.2670737569584076,110.8832487309645,1524.1472081218274,1.0,dilution,1.5,0.0,27yfp,-0.5758484566257351,1127.1698833795726,666157.4010773274,111.0262335128879,-0.3654748866818334
45,380.0,0.4215103804864903,112.93421052631581,1504.9447368421052,1.0,dilution,1.5,0.0,27yfp,1.4751133387255777,1107.9674120998507,421027.61659794324,70.17126943299054,0.9362131201542546
46,337.0,0.4002632994032604,110.37091988130564,1361.1483679525222,1.0,dilution,1.5,0.0,27yfp,-1.0881773062845923,964.1710432102676,324925.64156186016,54.15427359364336,-0.6906356579203003
47,509.0,0.30243089685356384,112.39489194499019,1411.2495088408646,1.0,dilution,1.5,0.0,27yfp,0.935794757399961,1014.27218409861,516264.5417061925,86.04409028436541,0.5939227221728736
48,456.0,0.3324851951014859,112.36403508771929,1667.098684210526,1.0,dilution,1.5,0.0,27yfp,0.9049379001290561,1270.1213594682713,579175.3399175317,96.52922331958862,0.5743387391219802
49,721.0,0.2564582576373781,110.27323162274618,881.4493758668517,1.0,dilution,1.5,0.0,27yfp,-1.1858655648440504,484.4720511245971,349304.3488608345,58.21739147680575,-0.7526356595116357
50,693.0,0.2557434975536996,110.74891774891778,1132.7142857142858,1.0,dilution,1.5,0.0,27yfp,-0.7101794386724549,735.7369609720312,509865.7139536176,84.9776189922696,-0.45073099855727544
51,716.0,0.20568078489183408,110.64525139664805,1165.033519553073,1.0,dilution,1.5,0.0,27yfp,-0.8138457909421817,768.0561948108183,549928.2354845459,91.65470591409098,-0.5165251287881772
52,423.0,0.3875958324716716,112.84160756501184,1643.3262411347519,1.0,dilution,1.5,0.0,27yfp,1.3825103774216103,1246.3489163924974,527205.5916340264,87.86759860567106,0.8774406142986625
53,403.0,0.39242405913523903,112.93548387096773,1532.771712158809,1.0,dilution,1.5,0.0,27yfp,1.4763866833774983,1135.7943874165544,457725.13812887145,76.28752302147858,0.9370212763401625
54,528.0,0.36536684326122026,111.1060606060606,700.2878787878788,1.0,dilution,1.5,0.0,27yfp,-0.35303658152963635,303.31055404562414,160147.97253608954,26.691328756014922,-0.22406243021841488
55,558.0,0.27503712543913605,112.53046594982081,1750.4354838709678,1.0,dilution,1.5,0.0,27yfp,1.071368762230577,1353.4581591287133,755229.652793822,125.87160879897033,0.6799677457938631
56,647.0,0.2587948379764467,110.5270479134467,951.3261205564144,1.0,dilution,1.5,0.0,27yfp,-0.9320492741435373,554.3487958141598,358663.6708917614,59.77727848196023,-0.5915455688559553
57,340.0,0.3774081988154583,119.18529411764706,1036.644117647059,1.0,dilution,1.5,0.0,27yfp,7.72619693005683,639.6667929048043,217486.70958763346,36.24778493127224,4.9036007911527575
58,471.0,0.21316893137616466,114.343949044586,1911.7091295116766,1.0,dilution,1.5,0.0,27yfp,2.884851856995766,1514.731804769422,713438.6800463978,118.90644667439965,1.830934672826012
59,319.0,0.35323249023014536,121.61755485893416,1298.1128526645766,1.0,dilution,1.5,0.0,27yfp,10.158457671343925,901.135527922322,287462.23340722074,47.910372234536794,6.447288559305136
60,481.0,0.2369764057061691,113.45738045738042,1705.191268191268,1.0,dilution,1.5,0.0,27yfp,1.9982832697901927,1308.2139434490132,629250.9067989753,104.87515113316255,1.2682544221168892
61,517.0,0.2151961969145338,112.0715667311412,1316.2882011605416,1.0,dilution,1.5,0.0,27yfp,0.6124695435509722,919.310876418287,475283.7231082544,79.21395385137573,0.38871726484603397
62,479.0,0.2993566414756985,110.39039665970772,1388.3966597077247,1.0,dilution,1.5,0.0,27yfp,-1.0687005278825126,991.4193349654701,474889.86144846014,79.14831024141003,-0.6782742921867916
63,427.0,0.24205336945091566,111.57142857142857,1744.7447306791569,1.0,dilution,1.5,0.0,27yfp,0.11233138383833818,1347.7674059369024,575496.6823350573,95.91611372250955,0.07129358307165329
64,443.0,0.3065512641980695,110.53047404063206,1361.0225733634309,1.0,dilution,1.5,0.0,27yfp,-0.9286231469581736,964.0452486211763,427072.0451391811,71.17867418986351,-0.589371101892606
65,782.0,0.1740981646105866,110.20076726342712,932.7020460358057,1.0,dilution,1.5,0.0,27yfp,-1.2583299241631067,535.724721293551,418936.73205155693,69.82278867525949,-0.7986267587424818
66,496.0,0.3429293602623316,112.14919354838709,1535.0685483870968,1.0,dilution,1.5,0.0,27yfp,0.6900963607968578,1138.091223644842,564493.2469278417,94.08220782130695,0.4379848315295556
67,499.0,0.21601092792887036,114.52705410821643,1386.7134268537077,1.0,dilution,1.5,0.0,27yfp,3.0679569206262016,989.7361021114531,493878.3149536151,82.31305249226918,1.9471463281864034
68,271.0,0.4008767792043757,114.56457564575645,1638.6088560885612,1.0,dilution,1.5,0.0,27yfp,3.1054784581662176,1241.6315313463065,336482.14499484905,56.080357499141506,1.9709601971353972
69,333.0,0.32438783033978114,113.26426426426428,1590.5315315315313,1.0,dilution,1.5,0.0,27yfp,1.8051670766740529,1193.5542067892766,397453.5508608291,66.24225847680485,1.1456889832701542
70,353.0,0.32359867887442384,113.08781869688384,1338.9660056657226,1.0,dilution,1.5,0.0,27yfp,1.6287215092936123,941.988680923468,332522.0043659842,55.42033406099736,1.0337039236561272
71,304.0,0.3145997415831617,110.7105263157895,890.700657894737,1.0,dilution,1.5,0.0,27yfp,-0.7485708718007373,493.7233331524824,150091.89327835463,25.01531554639244,-0.47509696587153977
72,507.0,0.3332985836694309,111.51676528599606,1533.536489151874,1.0,dilution,1.5,0.0,27yfp,0.057668098405827095,1136.5591644096194,576235.496355677,96.03924939261283,0.03660032685252935
73,823.0,0.17797702748704194,110.47509113001215,1041.086269744836,1.0,dilution,1.5,0.0,27yfp,-0.9840060575780853,644.1089450025814,530101.6617371246,88.35027695618743,-0.6245210840624423
74,474.0,0.28137032544927737,112.01265822784809,1496.0506329113925,1.0,dilution,1.5,0.0,27yfp,0.5535610402578612,1099.0733081691378,520960.74807217135,86.8267913453619,0.3513296877536133
75,450.0,0.26734459085646195,112.10222222222221,1538.2133333333334,1.0,dilution,1.5,0.0,27yfp,0.6431250346319786,1141.2360085910786,513556.2038659854,85.5927006443309,0.4081734464161941
76,374.0,0.3238113739910213,111.57486631016044,1503.350267379679,1.0,dilution,1.5,0.0,27yfp,0.11576912257021377,1106.3729426374243,413783.4805463967,68.96391342439945,0.07347541955834992
77,542.0,0.29308000928864597,112.72878228782288,1223.9114391143912,1.0,dilution,1.5,0.0,27yfp,1.2696851002326497,826.9341143721366,448198.28998969804,74.699714998283,0.8058335709506558
78,776.0,0.11826618469195767,111.34278350515464,1330.75,1.0,dilution,1.5,0.0,27yfp,-0.11631368243558882,933.7726752577454,724607.5960000104,120.7679326666684,-0.07382103645251618
79,273.0,0.4021941792543728,110.6776556776557,1451.9340659340658,1.0,dilution,1.5,0.0,27yfp,-0.7814415099345382,1054.956741191811,288003.1903453644,48.0005317242274,-0.4959590392328275
80,446.0,0.2768108076382272,111.64349775784751,1410.3991031390133,1.0,dilution,1.5,0.0,27yfp,0.18440057025728152,1013.4217783967587,451986.11316495435,75.33101886082572,0.11703387713105758
81,266.0,0.393274850246554,111.45112781954887,1462.8308270676694,1.0,dilution,1.5,0.0,27yfp,-0.007969368041358393,1065.8535023254149,283517.0316185604,47.252838603093394,-0.00505793468460104
82,449.0,0.29428093642400793,111.358574610245,1187.661469933185,1.0,dilution,1.5,0.0,27yfp,-0.10052257734523096,790.6841451909303,355017.1811907277,59.169530198454616,-0.06379886433921936
83,579.0,0.25130011476803205,112.45423143350605,1871.1018998272884,1.0,dilution,1.5,0.0,27yfp,0.9951342459158212,1474.124575085034,853518.1289742347,142.25302149570578,0.6315838335148585
84,423.0,0.3443109608632997,111.68321513002363,1379.0472813238769,1.0,dilution,1.5,0.0,27yfp,0.224117942433395,982.0699565816223,415415.5916340262,69.23593193900437,0.14224138082121604
85,395.0,0.36201377329919626,114.23797468354431,1448.9797468354432,1.0,dilution,1.5,0.0,27yfp,2.7788774959540774,1052.0024220931887,415540.9567268095,69.25682612113492,1.7636757140717585
86,661.0,0.2264908911952497,111.464447806354,1510.571860816944,1.0,dilution,1.5,0.0,27yfp,0.0053506187637708535,1113.5945360746896,736085.9883453698,122.68099805756164,0.0033958878657511203
87,459.0,0.2481438382101599,111.6318082788671,1605.7429193899784,1.0,dilution,1.5,0.0,27yfp,0.17271109127686657,1208.765594647724,554823.4079433053,92.47056799055089,0.10961489222872677
88,699.0,0.2584688451504913,110.44492131616596,846.5264663805436,1.0,dilution,1.5,0.0,27yfp,-1.0141758714242712,449.54914163828903,314234.85000516404,52.372475000860675,-0.643669019894826
89,728.0,0.19473004232773225,110.614010989011,1135.2692307692307,1.0,dilution,1.5,0.0,27yfp,-0.8450861985792244,738.2919060269761,537476.5075876386,89.5794179312731,-0.5363525405137298
90,715.0,0.19861132640651602,110.613986013986,1180.606993006993,1.0,dilution,1.5,0.0,27yfp,-0.8451111736042378,783.6296682647384,560295.212809288,93.38253546821466,-0.5363683914625891
91,462.0,0.2741405321720082,110.36147186147187,1397.108225108225,1.0,dilution,1.5,0.0,27yfp,-1.0976253261183615,1000.1309003659704,462060.47596907837,77.01007932817973,-0.6966320514825023
92,452.0,0.3120919484851907,110.89823008849558,1439.3075221238935,1.0,dilution,1.5,0.0,27yfp,-0.5608670990946507,1042.3301973816388,471133.2492165007,78.52220820275012,-0.35596663866447054
93,482.0,0.3163634617238281,111.8526970954357,989.4709543568463,1.0,dilution,1.5,0.0,27yfp,0.39359990784546994,592.4936296145917,285581.9294742332,47.59698824570553,0.24980683730701933
94,388.0,0.3561457177831925,113.71649484536086,1215.0309278350517,1.0,dilution,1.5,0.0,27yfp,2.2573976577706247,818.0536030927971,317404.79800000525,52.90079966666754,1.4327070667235757
95,535.0,0.3339226905983669,114.4373831775701,1314.9401869158878,1.0,dilution,1.5,0.0,27yfp,2.9782859899798666,917.9628621736332,491110.1312628938,81.85168854381563,1.8902347000669868
96,673.0,0.2692001770157614,111.86329866270431,1277.0,1.0,dilution,1.5,0.0,27yfp,0.40420147511407833,880.0226752577454,592255.2604484627,98.70921007474378,0.2565353551168061
97,315.0,0.4655444727289954,111.68571428571428,1278.111111111111,1.0,dilution,1.5,0.0,27yfp,0.22661709812405206,881.1337863688565,277557.14270618977,46.25952378436496,0.14382752494009624
98,621.0,0.30624595068030497,111.45410628019323,1229.074074074074,1.0,dilution,1.5,0.0,27yfp,-0.004990907397001365,832.0967493318193,516732.0813350598,86.1220135558433,-0.0031675891362927026
99,427.0,0.2802591730933093,113.32552693208432,1689.5105386416865,1.0,dilution,1.5,0.0,27yfp,1.8664297444940843,1292.5332138994318,551911.6823350574,91.98528038917624,1.1845706826508384
100,740.0,0.2125404674862748,111.97567567567567,945.3081081081081,1.0,dilution,1.5,0.0,27yfp,0.5165784880854432,548.3307833658534,405764.77969073155,67.6274632817886,0.32785789772118096
101,721.0,0.24720656279778455,116.93342579750345,681.0305131761443,1.0,dilution,1.5,0.0,27yfp,5.474328609913215,284.05318843388966,204802.34886083443,34.13372481013907,3.4744030401517563
102,416.0,0.3811642429233194,113.16105769230771,658.15625,1.0,dilution,1.5,0.0,27yfp,1.7019605047174764,261.1789252577454,108650.43290722209,18.108405484537013,1.0801866627261825
103,721.0,0.2469949565177953,111.70319001386964,806.8349514563107,1.0,dilution,1.5,0.0,27yfp,0.2440928262794131,409.8576267140561,295507.34886083443,49.25122481013907,0.15491888012873087
104,730.0,0.2325272240144844,110.5712328767123,1166.9698630136984,1.0,dilution,1.5,0.0,27yfp,-0.88786431087793,769.9925382714438,562094.552938154,93.68242548969233,-0.5635026102324953
105,709.0,0.24290332224214956,114.11988716502115,1055.5514809590973,1.0,dilution,1.5,0.0,27yfp,2.660789977430923,658.5741562168427,466929.07675774145,77.82151279295691,1.6887288735372206
106,558.0,0.2637027082758789,111.11290322580645,974.6003584229389,1.0,dilution,1.5,0.0,27yfp,-0.3461939617837828,577.6230336806843,322313.6527938219,53.718942132303646,-0.21971961111827085
107,581.0,0.3116071904210501,110.67125645438898,2265.115318416523,1.0,dilution,1.5,0.0,27yfp,-0.78784073320125,1868.1379936742687,1085388.1743247502,180.89802905412503,-0.5000204470065975
108,306.0,0.3397782745638454,112.79738562091505,1255.0653594771245,1.0,dilution,1.5,0.0,27yfp,1.33828843332482,858.0880347348699,262574.9386288702,43.762489771478364,0.8493741849774338
109,528.0,0.299121853092172,113.85037878787878,961.7575757575756,1.0,dilution,1.5,0.0,27yfp,2.3912816002885506,564.780251015321,298203.9725360895,49.70066208934825,1.5176794551310666
110,687.0,0.2351605879355841,113.3406113537118,1078.0742358078603,1.0,dilution,1.5,0.0,27yfp,1.881514166121562,681.0969110656057,467913.5779020711,77.98559631701185,1.1941443425634957
111,662.0,0.2270201953882596,111.76283987915407,1173.0392749244713,1.0,dilution,1.5,0.0,27yfp,0.3037426915638406,776.0619501822167,513753.01102062745,85.62550183677125,0.1927769789124908
112,674.0,0.2002322543684216,114.446587537092,1237.8887240356082,1.0,dilution,1.5,0.0,27yfp,2.987490349501769,840.9113992933536,566774.2831237203,94.46238052062006,1.8960764492538438
113,887.0,0.1708347148166047,111.86696730552424,1102.2018038331455,1.0,dilution,1.5,0.0,27yfp,0.40787011793401007,705.2244790908909,625534.1129536203,104.25568549227005,0.25886373996087997
114,683.0,0.2432901876434981,114.7393850658858,1631.8169838945828,1.0,dilution,1.5,0.0,27yfp,3.2802878782955673,1234.8396591523283,843395.4872010403,140.5659145335067,2.081906839915434
115,254.0,0.3229929336431385,113.8976377952756,986.3582677165357,3.0,dilution,1.5,0.0,27yfp,2.4385406076853684,589.3809429742811,149702.7595154674,24.950459919244565,1.5476734234647762
116,723.0,0.3910020333260652,112.3914246196404,1287.4370677731677,3.0,dilution,1.5,0.0,27yfp,0.9323274320501724,890.459743030913,643802.3942113501,107.30039903522503,0.5917221078884688
117,708.0,0.19643736661606812,110.39406779661016,955.6779661016948,3.0,dilution,1.5,0.0,27yfp,-1.0650293909800723,558.7006413594402,395560.05408248364,65.92667568041394,-0.6759443244184055
118,582.0,0.2871116238857244,111.68041237113405,812.5498281786943,3.0,dilution,1.5,0.0,27yfp,0.2213151835438225,415.57250343643966,241863.19700000787,40.31053283333465,0.1404625482555003
119,556.0,0.26224969805586,114.33453237410072,1309.68345323741,3.0,dilution,1.5,0.0,27yfp,2.8754351865104866,912.7061284951554,507464.6074433064,84.5774345738844,1.8249581758172433
120,805.0,0.2233170594582264,111.32173913043478,1062.5105590062112,3.0,dilution,1.5,0.0,27yfp,-0.13735805715545268,665.5332342639566,535754.253582485,89.29237559708083,-0.08717731166266418
121,613.0,0.2772617902928056,109.6215334420881,1092.7275693311585,3.0,dilution,1.5,0.0,27yfp,-1.8375637455021376,695.7502445889039,426494.8999329981,71.08248332216635,-1.166250241588345
122,595.0,0.2935241676245932,110.75294117647059,1068.4588235294118,3.0,dilution,1.5,0.0,27yfp,-0.7061560111196457,671.4814987871572,399531.4917783585,66.58858196305975,-0.44817744178028607
123,648.0,0.2698816017189765,113.27469135802471,1076.969135802469,3.0,dilution,1.5,0.0,27yfp,1.8155941704344798,679.9918110602144,440634.69356701896,73.43911559450316,1.1523067676310657
124,841.0,0.20532308493751136,109.96908442330559,1053.3519619500594,3.0,dilution,1.5,0.0,27yfp,-1.4900127642846428,656.3746372078048,552011.0698917639,92.00184498196064,-0.9456693682437808
125,642.0,0.2785478020829396,111.60903426791279,604.1978193146417,3.0,dilution,1.5,0.0,27yfp,0.1499370803225588,207.2204945723871,133035.55751547252,22.17259291924542,0.09516086534535509
126,906.0,0.1958648312913903,115.20419426048565,1355.5275938189845,3.0,dilution,1.5,0.0,27yfp,3.745097072895419,958.5502690767299,868446.5437835173,144.74109063058623,2.3769082170493903
127,656.0,0.28457379305652275,114.91920731707316,922.829268292683,3.0,dilution,1.5,0.0,27yfp,3.4601101294829277,525.8519435504284,344958.874969081,57.49314582818017,2.1960349861653543
128,405.0,0.3305229109136336,113.56049382716049,1222.1777777777775,3.0,dilution,1.5,0.0,27yfp,2.101396639570254,825.2004530355229,334206.18347938673,55.70103057989779,1.3336975898498937
129,388.0,0.3350335112889961,113.3659793814433,1206.6572164948454,3.0,dilution,1.5,0.0,27yfp,1.9068821938530647,809.6798917525908,314155.79800000525,52.35929966666754,1.210244719240442
130,497.0,0.2453280454051655,111.14688128772636,1712.7967806841045,3.0,dilution,1.5,0.0,27yfp,-0.31221589986387244,1315.8194559418498,653962.2696030993,108.99371160051655,-0.19815468689738586
131,608.0,0.2529241273858696,110.49342105263158,1172.251644736842,3.0,dilution,1.5,0.0,27yfp,-0.965676134958656,775.2743199945875,471366.7865567092,78.56113109278486,-0.6128875955722982
132,454.0,0.29860120257314426,111.0660792951542,1062.8370044052865,3.0,dilution,1.5,0.0,27yfp,-0.3930178924360348,665.8596796630319,302300.2945670165,50.38338242783608,-0.2494374484281174
133,501.0,0.2975577102436009,111.12375249500998,1097.8003992015967,3.0,dilution,1.5,0.0,27yfp,-0.3353446925802501,700.8230744593421,351112.3603041304,58.51872671735507,-0.21283388382818472
134,518.0,0.3235217418097065,109.74903474903476,932.6505791505792,3.0,dilution,1.5,0.0,27yfp,-1.7100624385554681,535.6732544083246,277478.74578351213,46.246457630585354,-1.0853287332089177
135,493.0,0.1826685616566395,111.19675456389452,1302.8316430020286,3.0,dilution,1.5,0.0,27yfp,-0.2623426236957158,905.854318259774,446586.1789020686,74.43102981701144,-0.16650151539664934
136,564.0,0.2901822226005969,112.13297872340424,1122.7659574468082,3.0,dilution,1.5,0.0,27yfp,0.6738815358140045,725.7886327045536,409344.78884536825,68.22413147422805,0.42769373626831453
137,438.0,0.2365418789311927,118.29223744292236,1286.1347031963471,3.0,dilution,1.5,0.0,27yfp,6.833140255332125,889.1573784540925,389450.9317628925,64.90848862714876,4.336802733017822
138,469.0,0.2787487933760928,113.44349680170576,1297.5948827292113,3.0,dilution,1.5,0.0,27yfp,1.9843996141155316,900.6175579869567,422389.63469588273,70.3982724493138,1.2594428547226497
139,242.0,0.3079196136033039,110.33471074380164,1343.7644628099174,3.0,dilution,1.5,0.0,27yfp,-1.1243864437885946,946.7871380676628,229122.4874123744,38.18708123539574,-0.7136165833249908
140,549.0,0.2592296671354189,110.28779599271402,925.023679417122,3.0,dilution,1.5,0.0,27yfp,-1.1713011948762073,528.0463546748674,289897.44871650223,48.31624145275037,-0.7433920618214029
141,532.0,0.274613689068873,112.23684210526315,1221.062030075188,3.0,dilution,1.5,0.0,27yfp,0.7777449176729192,824.0847053329334,438413.0632371206,73.06884387285344,0.4936129156609409
142,611.0,0.2346821373791108,111.70703764320784,1115.2618657937808,3.0,dilution,1.5,0.0,27yfp,0.24794045561760925,718.2845410515262,438871.8545824825,73.14530909708041,0.15736086270277622
143,540.0,0.3366574921573088,111.79074074074074,1656.2574074074073,3.0,dilution,1.5,0.0,27yfp,0.3316435531505135,1259.2800826651528,680011.2446391825,113.33520743986374,0.21048487429605392
144,733.0,0.20362201072714653,122.43656207366985,1203.551159618008,3.0,dilution,1.5,0.0,27yfp,10.977464886079616,806.5738348757533,591218.6209639271,98.53643682732118,6.967089499210536
